Format Version,1.24,Take Name,Take 2026-08-04 03.29.37 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-08-04 03.29.38.188 ,Capture Start Frame,896917,Total Frames in Take,8285,Total Exported Frames,8285,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,Type,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
20,0.166667,15:30:44:16.01,-92.021248,311.563477,134.121628,-92.196655,318.432739,134.564728,-92.028770,313.830750,137.274841,,,
21,0.175000,15:30:44:16.02,-92.020294,311.563538,134.121796,-92.195580,318.433594,134.565048,-92.028351,313.830109,137.274902,,,
22,0.183333,15:30:44:16.03,-92.021423,311.562592,134.123154,-92.195351,318.432983,134.565613,-92.027954,313.832367,137.275650,,,
23,0.191667,15:30:44:17.00,-92.021294,311.563049,134.122604,-92.197464,318.433472,134.566422,-92.028114,313.831390,137.274689,,,
24,0.200000,15:30:44:17.01,-92.021866,311.562927,134.122177,-92.195930,318.433502,134.564667,-92.028412,313.832367,137.275604,,,
25,0.208333,15:30:44:17.02,-92.019394,311.563354,134.121338,-92.194519,318.433228,134.562546,-92.026878,313.830994,137.274948,,,
26,0.216667,15:30:44:17.03,-92.019180,311.563080,134.121948,-92.195892,318.433105,134.564560,-92.027847,313.830170,137.275558,,,
27,0.225000,15:30:44:18.00,-92.022163,311.562561,134.123367,-92.194527,318.433014,134.562622,-92.028435,313.831573,137.275757,,,
28,0.233333,15:30:44:18.01,-92.021507,311.562531,134.122375,-92.193672,318.433777,134.562546,-92.020836,313.830536,137.273468,,,
29,0.241667,15:30:44:18.02,-92.021904,311.563568,134.122864,-92.195328,318.432953,134.565887,-92.027512,313.831726,137.275757,,,
30,0.250000,15:30:44:18.03,-92.020500,311.563385,134.121948,-92.196037,318.433533,134.566040,-92.027611,313.830872,137.275085,,,
31,0.258333,15:30:44:19.00,-92.021683,311.562012,134.121780,-92.193405,318.433990,134.563004,-92.027374,313.831146,137.275269,,,
32,0.266667,15:30:44:19.01,-92.021561,311.562164,134.122665,-92.194199,318.433228,134.561966,-92.028442,313.830200,137.275330,,,
33,0.275000,15:30:44:19.02,-92.020683,311.562988,134.123260,-92.194427,318.434296,134.563019,-92.026337,313.830872,137.275421,,,
34,0.283333,15:30:44:19.03,-92.021629,311.562805,134.122269,-92.195633,318.432648,134.564514,-92.026726,313.830261,137.275040,,,
35,0.291667,15:30:44:20.00,-92.021088,311.563263,134.122391,-92.195671,318.434296,134.565674,-92.026505,313.830536,137.274780,,,
36,0.300000,15:30:44:20.01,-92.020935,311.563629,134.122162,-92.195656,318.433441,134.565582,-92.027817,313.831635,137.275665,,,
37,0.308333,15:30:44:20.02,-92.019310,311.562469,134.122284,-92.193626,318.433105,134.562820,-92.027855,313.832062,137.274872,,,
38,0.316667,15:30:44:20.03,-92.019966,311.562225,134.123154,-92.193024,318.433228,134.562531,-92.020432,313.832275,137.274246,,,
39,0.325000,15:30:44:21.00,-92.022202,311.561798,134.122253,-92.193199,318.434052,134.562271,-92.026855,313.831390,137.275726,,,
40,0.333333,15:30:44:21.01,-92.021393,311.562073,134.122437,-92.195427,318.432892,134.565094,-92.021194,313.832062,137.275162,,,
41,0.341667,15:30:44:21.02,-92.020752,311.562469,134.122543,-92.195030,318.434265,134.565857,-92.027245,313.831940,137.276215,,,
42,0.350000,15:30:44:21.03,-92.020042,311.562897,134.123657,-92.194214,318.433441,134.563141,-92.028214,313.830505,137.274704,,,
43,0.358333,15:30:44:22.00,-92.021767,311.563049,134.124237,-92.192612,318.433807,134.562393,-92.028603,313.830872,137.274963,,,
44,0.366667,15:30:44:22.01,-92.020058,311.562897,134.122330,-92.196228,318.433350,134.565247,-92.028252,313.830994,137.276413,,,
45,0.375000,15:30:44:22.02,-92.019119,311.563843,134.122803,-92.196220,318.432800,134.566345,-92.027992,313.831909,137.276077,,,
46,0.383333,15:30:44:22.03,-92.018860,311.563782,134.122192,-92.194206,318.434113,134.563507,-92.019951,313.831787,137.275452,,,
47,0.391667,15:30:44:23.00,-92.020561,311.563599,134.122543,-92.195290,318.434021,134.565781,-92.028587,313.832458,137.276703,,,
48,0.400000,15:30:44:23.01,-92.021355,311.563385,134.123535,-92.193512,318.433319,134.562515,-92.028343,313.831299,137.275284,,,
49,0.408333,15:30:44:23.02,-92.022232,311.563385,134.123688,-92.193237,318.433502,134.562515,-92.028915,313.831421,137.275879,,,
50,0.416667,15:30:44:23.03,-92.021385,311.563446,134.122269,-92.195854,318.433594,134.565720,-92.021820,313.832031,137.274048,,,
51,0.425000,15:30:44:24.00,-92.023506,311.562744,134.123199,-92.196205,318.433533,134.566040,-92.027954,313.831879,137.275589,,,
52,0.433333,15:30:44:24.01,-92.018723,311.562408,134.122772,-92.193939,318.433105,134.562622,-92.027107,313.831299,137.274887,,,
53,0.441667,15:30:44:24.02,-92.020355,311.564178,134.123016,-92.195892,318.434418,134.565460,-92.027870,313.830292,137.275421,,,
54,0.450000,15:30:44:24.03,-92.019341,311.563690,134.122574,-92.194687,318.434448,134.563232,-92.027641,313.831055,137.276077,,,
55,0.458333,15:30:44:25.00,-92.020943,311.563843,134.123306,-92.194580,318.433380,134.563400,-92.028091,313.830780,137.275314,,,
56,0.466667,15:30:44:25.01,-92.021233,311.563477,134.123138,-92.194733,318.434113,134.562653,-92.019966,313.831635,137.273895,,,
57,0.475000,15:30:44:25.02,-92.020645,311.563904,134.123276,-92.197517,318.434235,134.566132,-92.027252,313.833344,137.276138,,,
58,0.483333,15:30:44:25.03,-92.019539,311.564148,134.122849,-92.195984,318.433502,134.566040,-92.028244,313.830841,137.275558,,,
59,0.491667,15:30:44:26.00,-92.023529,311.563934,134.122620,-92.195984,318.433929,134.566711,-92.028366,313.831604,137.275375,,,
60,0.500000,15:30:44:26.01,-92.020660,311.563507,134.122650,-92.194176,318.433075,134.565750,-92.019524,313.831757,137.275101,,,
61,0.508333,15:30:44:26.02,-92.018753,311.563324,134.121780,-92.194290,318.433258,134.566132,-92.020042,313.832245,137.274780,,,
62,0.516667,15:30:44:26.03,-92.020988,311.563812,134.123154,-92.194221,318.434021,134.563248,-92.028053,313.832336,137.275772,,,
63,0.525000,15:30:44:27.00,-92.019989,311.563782,134.122131,-92.195808,318.433533,134.566498,-92.027199,313.831177,137.274750,,,
64,0.533333,15:30:44:27.01,-92.019882,311.563354,134.123260,-92.195274,318.433746,134.566559,-92.027267,313.831635,137.274734,,,
65,0.541667,15:30:44:27.02,-92.020699,311.564056,134.122498,-92.195511,318.435394,134.564331,-92.026871,313.831848,137.275284,,,
66,0.550000,15:30:44:27.03,-92.022552,311.564667,134.122849,-92.194511,318.434174,134.562485,-92.027290,313.831818,137.274750,,,
67,0.558333,15:30:44:28.00,-92.019287,311.563293,134.122421,-92.196236,318.433899,134.565781,-92.026428,313.832245,137.275513,,,
68,0.566667,15:30:44:28.01,-92.019150,311.563507,134.122818,-92.195877,318.434601,134.566254,-92.020821,313.832703,137.274673,,,
69,0.575000,15:30:44:28.02,-92.021767,311.564911,134.122787,-92.194885,318.433807,134.565765,-92.027107,313.832581,137.275345,,,
70,0.583333,15:30:44:28.03,-92.020432,311.563873,134.123734,-92.194870,318.434174,134.563553,-92.026939,313.831940,137.274384,,,
71,0.591667,15:30:44:29.00,-92.018257,311.563965,134.122101,-92.195824,318.433533,134.565445,-92.026283,313.831818,137.274841,,,
72,0.600000,15:30:44:29.01,-92.019699,311.563965,134.122864,-92.194321,318.433228,134.564621,-92.027657,313.830902,137.275101,,,
73,0.608333,15:30:44:29.02,-92.018402,311.563690,134.121246,-92.194420,318.434570,134.562973,-92.027992,313.831543,137.274902,,,
74,0.616667,15:30:44:29.03,-92.020782,311.564331,134.122528,-92.193794,318.434021,134.563568,-92.026001,313.832916,137.275024,,,
75,0.625000,15:30:45:00.00,-92.020782,311.564331,134.122803,-92.193184,318.433960,134.563065,-92.027061,313.832489,137.275925,,,
76,0.633333,15:30:45:00.01,-92.020012,311.563477,134.124191,-92.195122,318.433807,134.564896,-92.019119,313.832306,137.274582,,,
77,0.641667,15:30:45:00.02,-92.019844,311.563934,134.122391,-92.193954,318.434845,134.563339,-92.026634,313.832458,137.275986,,,
78,0.650000,15:30:45:00.03,-92.018738,311.564392,134.121353,-92.195496,318.434235,134.566162,-92.020111,313.832184,137.273407,,,
79,0.658333,15:30:45:01.00,-92.020645,311.564911,134.122238,-92.193710,318.434784,134.561630,-92.027596,313.832001,137.275970,,,
80,0.666667,15:30:45:01.01,-92.019913,311.565399,134.122040,-92.193680,318.434296,134.562408,-92.020760,313.832367,137.273651,,,
81,0.675000,15:30:45:01.02,-92.020340,311.564026,134.121948,-92.193298,318.434296,134.562561,-92.027878,313.832642,137.275940,,,
82,0.683333,15:30:45:01.03,-92.019730,311.563904,134.122726,-92.191200,318.435120,134.562836,-92.027649,313.831421,137.275299,,,
83,0.691667,15:30:45:02.00,-92.018875,311.564911,134.123215,-92.194321,318.434082,134.566254,-92.026398,313.832123,137.275131,,,
84,0.700000,15:30:45:02.01,-92.019760,311.565125,134.123306,-92.193344,318.434601,134.562714,-92.019600,313.832825,137.274414,,,
85,0.708333,15:30:45:02.02,-92.018692,311.563232,134.122849,-92.195992,318.434570,134.564133,-92.027809,313.833252,137.275620,,,
86,0.716667,15:30:45:02.03,-92.018845,311.564697,134.121429,-92.194817,318.434753,134.565384,-92.026695,313.831299,137.275330,,,
87,0.725000,15:30:45:03.00,-92.021141,311.564423,134.122421,-92.195152,318.433960,134.566101,-92.020569,313.832275,137.274139,,,
88,0.733333,15:30:45:03.01,-92.019135,311.563202,134.121948,-92.194908,318.433990,134.565506,-92.025146,313.831390,137.275024,,,
89,0.741667,15:30:45:03.02,-92.018143,311.563416,134.121887,-92.195129,318.434784,134.565720,-92.026840,313.832184,137.275085,,,
90,0.750000,15:30:45:03.03,-92.020050,311.563171,134.121475,-92.194679,318.434845,134.566360,-92.027412,313.832275,137.275421,,,
91,0.758333,15:30:45:04.00,-92.019630,311.563751,134.121857,-92.194237,318.434814,134.565323,-92.028084,313.832092,137.275131,,,
92,0.766667,15:30:45:04.01,-92.018509,311.564453,134.122345,-92.192329,318.435333,134.561798,-92.020844,313.831726,137.274139,,,
93,0.775000,15:30:45:04.02,-92.019897,311.564575,134.121857,-92.196388,318.434204,134.565384,-92.026672,313.832153,137.275955,,,
94,0.783333,15:30:45:04.03,-92.019600,311.563995,134.122620,-92.195824,318.435089,134.566345,-92.028847,313.831970,137.275604,,,
95,0.791667,15:30:45:05.00,-92.019684,311.564728,134.121811,-92.195412,318.435150,134.565918,-92.027557,313.832794,137.275406,,,
96,0.800000,15:30:45:05.01,-92.019981,311.564087,134.122803,-92.193443,318.434753,134.562225,-92.027306,313.832153,137.275558,,,
97,0.808333,15:30:45:05.02,-92.020325,311.564056,134.122665,-92.195389,318.434692,134.566147,-92.020561,313.832458,137.274536,,,
98,0.816667,15:30:45:05.03,-92.020874,311.564575,134.122681,-92.194420,318.435303,134.565765,-92.027336,313.833527,137.275238,,,
99,0.825000,15:30:45:06.00,-92.020485,311.564484,134.122299,-92.193863,318.434967,134.562988,-92.027695,313.832336,137.275421,,,
100,0.833333,15:30:45:06.01,-92.019096,311.563629,134.122131,-92.194328,318.435669,134.563553,-92.019089,313.833008,137.273560,,,
101,0.841667,15:30:45:06.02,-92.019745,311.564362,134.122925,-92.194916,318.433655,134.565979,-92.024918,313.833160,137.275452,,,
102,0.850000,15:30:45:06.03,-92.020973,311.564240,134.122772,-92.192993,318.434296,134.561707,-92.025635,313.832581,137.275330,,,
103,0.858333,15:30:45:07.00,-92.017349,311.565247,134.121506,-92.194878,318.434570,134.566254,-92.026947,313.831970,137.275238,,,
104,0.866667,15:30:45:07.01,-92.019112,311.564636,134.122513,-92.193405,318.435242,134.562271,-92.027412,313.832642,137.274918,,,
105,0.875000,15:30:45:07.02,-92.020149,311.564301,134.123413,-92.194298,318.434235,134.564835,-92.026703,313.832031,137.275116,,,
106,0.883333,15:30:45:07.03,-92.019638,311.563599,134.123581,-92.194817,318.434265,134.565292,-92.021713,313.832794,137.274246,,,
107,0.891667,15:30:45:08.00,-92.021019,311.565094,134.123093,-92.194374,318.435181,134.561890,-92.026810,313.832458,137.275452,,,
108,0.900000,15:30:45:08.01,-92.020546,311.564026,134.121384,-92.195908,318.434418,134.564621,-92.020813,313.832733,137.273987,,,
109,0.908333,15:30:45:08.02,-92.021759,311.563690,134.122742,-92.195229,318.435425,134.566147,-92.027199,313.832489,137.275497,,,
110,0.916667,15:30:45:08.03,-92.019897,311.564301,134.123123,-92.192688,318.434509,134.563293,-92.028206,313.832092,137.274918,,,
111,0.925000,15:30:45:09.00,-92.019478,311.564392,134.122620,-92.194572,318.434265,134.566406,-92.027145,313.832153,137.274948,,,
112,0.933333,15:30:45:09.01,-92.017204,311.563477,134.122467,-92.192253,318.434418,134.561859,-92.027084,313.832336,137.276016,,,
113,0.941667,15:30:45:09.02,-92.018639,311.563599,134.121933,-92.195938,318.434052,134.565323,-92.026566,313.832367,137.275406,,,
114,0.950000,15:30:45:09.03,-92.019638,311.564240,134.123230,-92.196358,318.434845,134.566162,-92.028229,313.833099,137.276291,,,
115,0.958333,15:30:45:10.00,-92.019020,311.563171,134.121933,-92.193214,318.434570,134.562836,-92.027046,313.831787,137.276001,,,
116,0.966667,15:30:45:10.01,-92.019272,311.564697,134.123093,-92.195038,318.434601,134.566177,-92.025909,313.831665,137.275620,,,
117,0.975000,15:30:45:10.02,-92.019119,311.564148,134.122833,-92.195999,318.434845,134.566605,-92.026138,313.832672,137.275497,,,
118,0.983333,15:30:45:10.03,-92.022446,311.564911,134.123795,-92.192818,318.434692,134.562149,-92.026382,313.832153,137.276062,,,
119,0.991667,15:30:45:11.00,-92.020088,311.564453,134.122009,-92.195335,318.434052,134.565048,-92.027885,313.833252,137.276215,,,
120,1.000000,15:30:45:11.01,-92.018295,311.563751,134.122498,-92.193642,318.434692,134.563812,-92.019257,313.832458,137.274689,,,
121,1.008333,15:30:45:11.02,-92.019882,311.564819,134.122528,-92.195389,318.433868,134.566254,-92.027786,313.832886,137.275131,,,
122,1.016667,15:30:45:11.03,-92.020538,311.564667,134.122543,-92.194290,318.434296,134.562500,-92.027061,313.832428,137.274750,,,
123,1.025000,15:30:45:12.00,-92.021904,311.564056,134.122925,-92.193718,318.434174,134.562546,-92.028114,313.833130,137.275452,,,
124,1.033333,15:30:45:12.01,-92.019386,311.563934,134.122177,-92.196808,318.434845,134.566284,-92.028503,313.832794,137.276062,,,
125,1.041667,15:30:45:12.02,-92.022118,311.563904,134.123047,-92.193451,318.434875,134.562378,-92.019562,313.832977,137.274323,,,
126,1.050000,15:30:45:12.03,-92.021126,311.564056,134.121536,-92.194084,318.434998,134.562805,-92.020302,313.833099,137.275711,,,
127,1.058333,15:30:45:13.00,-92.020485,311.564026,134.123260,-92.194992,318.433960,134.566101,-92.028313,313.832123,137.275665,,,
128,1.066667,15:30:45:13.01,-92.019150,311.564178,134.121353,-92.195305,318.434845,134.566116,-92.027046,313.831848,137.276154,,,
129,1.075000,15:30:45:13.02,-92.021629,311.564606,134.123230,-92.196518,318.434662,134.567032,-92.027695,313.830994,137.275757,,,
130,1.083333,15:30:45:13.03,-92.022392,311.564514,134.123444,-92.193512,318.435120,134.563232,-92.026978,313.831940,137.276154,,,
131,1.091667,15:30:45:14.00,-92.021385,311.564026,134.124573,-92.195496,318.434204,134.565933,-92.028023,313.832733,137.275772,,,
132,1.100000,15:30:45:14.01,-92.020699,311.563843,134.123505,-92.193405,318.434204,134.562363,-92.027351,313.831879,137.275833,,,
133,1.108333,15:30:45:14.02,-92.020195,311.565094,134.122391,-92.196335,318.433594,134.565765,-92.027985,313.832031,137.276764,,,
134,1.116667,15:30:45:14.03,-92.020416,311.564117,134.121597,-92.196411,318.433441,134.565811,-92.027267,313.831757,137.275009,,,
135,1.125000,15:30:45:15.00,-92.022064,311.564484,134.121872,-92.194450,318.434082,134.562500,-92.028030,313.832001,137.275620,,,
136,1.133333,15:30:45:15.01,-92.019691,311.563934,134.122711,-92.193504,318.433990,134.561401,-92.021950,313.833130,137.274261,,,
137,1.141667,15:30:45:15.02,-92.018623,311.563751,134.122299,-92.194122,318.435028,134.562546,-92.026451,313.832245,137.274780,,,
138,1.150000,15:30:45:15.03,-92.020805,311.564301,134.122238,-92.193001,318.435181,134.562744,-92.026596,313.831909,137.275772,,,
139,1.158333,15:30:45:16.00,-92.020889,311.564911,134.123016,-92.194595,318.436157,134.564102,-92.027504,313.832153,137.276855,,,
140,1.166667,15:30:45:16.01,-92.018600,311.563995,134.121735,-92.194740,318.434174,134.565811,-92.027557,313.831909,137.275269,,,
141,1.175000,15:30:45:16.02,-92.021194,311.564392,134.122269,-92.192947,318.434418,134.562439,-92.027977,313.831970,137.275558,,,
142,1.183333,15:30:45:16.03,-92.021927,311.564789,134.123199,-92.194901,318.433319,134.565140,-92.027023,313.831665,137.275024,,,
143,1.191667,15:30:45:17.00,-92.019920,311.564758,134.122528,-92.196671,318.433868,134.565994,-92.020645,313.832123,137.273529,,,
144,1.200000,15:30:45:17.01,-92.019325,311.563812,134.122467,-92.193748,318.434692,134.562042,-92.026802,313.833130,137.275589,,,
145,1.208333,15:30:45:17.02,-92.019249,311.564545,134.122421,-92.195900,318.434540,134.565445,-92.028351,313.832062,137.274887,,,
146,1.216667,15:30:45:17.03,-92.020004,311.564148,134.122025,-92.195297,318.433655,134.565536,-92.026436,313.830994,137.275482,,,
147,1.225000,15:30:45:18.00,-92.021667,311.564362,134.123337,-92.193985,318.433502,134.562912,-92.025932,313.832214,137.276245,,,
148,1.233333,15:30:45:18.01,-92.018753,311.563049,134.122772,-92.194687,318.435303,134.563095,-92.028481,313.831726,137.275604,,,
149,1.241667,15:30:45:18.02,-92.020615,311.564026,134.123108,-92.192749,318.433990,134.562469,-92.018898,313.832336,137.274414,,,
150,1.250000,15:30:45:18.03,-92.019539,311.564148,134.122208,-92.195526,318.433746,134.565674,-92.027130,313.832367,137.275238,,,
151,1.258333,15:30:45:19.00,-92.019478,311.563995,134.121658,-92.194405,318.431793,134.565872,-92.028648,313.830658,137.274796,,,
152,1.266667,15:30:45:19.01,-92.020569,311.563263,134.123535,-92.192841,318.433319,134.562622,-92.020424,313.831573,137.273590,,,
153,1.275000,15:30:45:19.02,-92.020966,311.563416,134.121964,-92.192909,318.434509,134.563324,-92.019508,313.832428,137.275558,,,
154,1.283333,15:30:45:19.03,-92.020889,311.563446,134.121780,-92.194435,318.434448,134.562927,-92.019890,313.831940,137.274246,,,
155,1.291667,15:30:45:20.00,-92.020676,311.564026,134.121185,-92.194725,318.433685,134.565781,-92.026985,313.832458,137.275314,,,
156,1.300000,15:30:45:20.01,-92.019066,311.563324,134.122055,-92.194458,318.433014,134.565689,-92.028839,313.832092,137.275116,,,
157,1.308333,15:30:45:20.02,-92.020988,311.564178,134.123581,-92.193687,318.433655,134.562683,-92.020706,313.831787,137.274033,,,
158,1.316667,15:30:45:20.03,-92.020325,311.564056,134.122284,-92.195206,318.434082,134.562714,-92.027214,313.832245,137.276840,,,
159,1.325000,15:30:45:21.00,-92.019127,311.563904,134.121704,-92.191780,318.433441,134.562180,-92.020401,313.832031,137.273773,,,
160,1.333333,15:30:45:21.01,-92.020569,311.564148,134.121780,-92.194275,318.434357,134.563583,-92.019478,313.832520,137.274750,,,
161,1.341667,15:30:45:21.02,-92.020538,311.564270,134.121826,-92.195168,318.434937,134.564651,-92.027557,313.831482,137.274841,,,
162,1.350000,15:30:45:21.03,-92.018578,311.563477,134.121292,-92.194252,318.434052,134.566010,-92.020920,313.831940,137.274231,,,
163,1.358333,15:30:45:22.00,-92.020592,311.563782,134.122040,-92.195587,318.434296,134.565765,-92.028572,313.832458,137.275497,,,
164,1.366667,15:30:45:22.01,-92.020050,311.563995,134.122986,-92.194992,318.434570,134.561935,-92.027184,313.831848,137.274689,,,
165,1.375000,15:30:45:22.02,-92.018951,311.563049,134.122192,-92.193054,318.434296,134.562500,-92.028122,313.831573,137.276352,,,
166,1.383333,15:30:45:22.03,-92.021469,311.564819,134.122223,-92.192459,318.434723,134.562485,-92.026764,313.831726,137.275330,,,
167,1.391667,15:30:45:23.00,-92.020325,311.563538,134.122208,-92.193893,318.434448,134.562607,-92.029060,313.831665,137.276001,,,
168,1.400000,15:30:45:23.01,-92.019287,311.564178,134.122223,-92.196487,318.433533,134.565674,-92.027382,313.832153,137.275345,,,
169,1.408333,15:30:45:23.02,-92.018311,311.563812,134.122147,-92.193192,318.434296,134.562195,-92.025528,313.832214,137.275513,,,
170,1.416667,15:30:45:23.03,-92.017860,311.563904,134.121994,-92.193916,318.434204,134.562973,-92.027824,313.832001,137.276108,,,
171,1.425000,15:30:45:24.00,-92.019806,311.565216,134.123535,-92.195419,318.433258,134.565445,-92.027855,313.832031,137.274414,,,
172,1.433333,15:30:45:24.01,-92.019424,311.564484,134.122574,-92.194931,318.433990,134.565033,-92.019775,313.832520,137.273712,,,
173,1.441667,15:30:45:24.02,-92.019005,311.564026,134.121765,-92.193489,318.434662,134.563065,-92.027298,313.833008,137.276154,,,
174,1.450000,15:30:45:24.03,-92.021385,311.564911,134.122574,-92.192345,318.434570,134.563324,-92.028145,313.831757,137.275787,,,
175,1.458333,15:30:45:25.00,-92.018913,311.563934,134.123001,-92.194603,318.434021,134.565918,-92.028442,313.831818,137.275558,,,
176,1.466667,15:30:45:25.01,-92.018440,311.563080,134.122055,-92.192444,318.434296,134.561172,-92.020714,313.832245,137.274490,,,
177,1.475000,15:30:45:25.02,-92.019341,311.563934,134.122299,-92.196014,318.434143,134.565811,-92.026207,313.833008,137.275024,,,
178,1.483333,15:30:45:25.03,-92.019363,311.565552,134.121811,-92.195221,318.434540,134.565781,-92.027550,313.832550,137.274963,,,
179,1.491667,15:30:45:26.00,-92.019333,311.564240,134.122131,-92.192467,318.434509,134.562653,-92.027542,313.831329,137.274368,,,
180,1.500000,15:30:45:26.01,-92.018494,311.563904,134.121521,-92.193413,318.433533,134.562927,-92.019699,313.832275,137.274673,,,
181,1.508333,15:30:45:26.02,-92.017990,311.564789,134.121887,-92.194809,318.434387,134.565155,-92.028145,313.832428,137.276489,,,
182,1.516667,15:30:45:26.03,-92.020088,311.563782,134.122055,-92.193596,318.433533,134.562561,-92.027489,313.831482,137.275253,,,
183,1.525000,15:30:45:27.00,-92.020287,311.563904,134.122116,-92.193352,318.434143,134.562073,-92.027344,313.832458,137.275528,,,
184,1.533333,15:30:45:27.01,-92.019867,311.565247,134.122528,-92.195602,318.434753,134.565720,-92.027542,313.832794,137.276306,,,
185,1.541667,15:30:45:27.02,-92.018692,311.564850,134.121719,-92.192291,318.434601,134.562714,-92.020348,313.832184,137.273819,,,
186,1.550000,15:30:45:27.03,-92.019150,311.564087,134.121765,-92.192909,318.433990,134.561966,-92.019043,313.832825,137.274521,,,
187,1.558333,15:30:45:28.00,-92.017723,311.563141,134.121979,-92.193214,318.433350,134.561172,-92.026588,313.832001,137.274734,,,
188,1.566667,15:30:45:28.01,-92.020363,311.562744,134.122269,-92.194588,318.433441,134.564911,-92.027184,313.832245,137.275375,,,
189,1.575000,15:30:45:28.02,-92.019974,311.563904,134.122437,-92.194229,318.434204,134.562042,-92.028130,313.832367,137.275574,,,
190,1.583333,15:30:45:28.03,-92.019165,311.564117,134.122620,-92.193832,318.433868,134.561707,-92.020256,313.831940,137.274338,,,
