Format Version,1.24,Take Name,Take 2026-08-04 03.25.39 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-08-04 03.25.40.230 ,Capture Start Frame,868362,Total Frames in Take,8622,Total Exported Frames,8622,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,Type,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
9,0.075000,15:26:46:14.03,-92.001282,311.562408,134.137619,-92.185310,318.431885,134.584274,-92.011551,313.830566,137.288666,,,
10,0.083333,15:26:46:15.00,-92.003998,311.562836,134.138992,-92.195351,318.438995,134.584579,-92.009346,313.830231,137.288208,,,
11,0.091667,15:26:46:15.01,-92.002174,311.561859,134.139084,-92.199684,318.440186,134.583328,-92.009972,313.830444,137.288254,,,
12,0.100000,15:26:46:15.02,-92.004105,311.562195,134.139450,-92.199348,318.438354,134.583710,-92.012611,313.831146,137.288971,,,
13,0.108333,15:26:46:15.03,-92.003029,311.561951,134.138153,-92.184921,318.431793,134.583939,-92.010590,313.830719,137.288254,,,
14,0.116667,15:26:46:16.00,-92.002213,311.561523,134.137329,-92.181801,318.431366,134.585464,-92.011810,313.830811,137.288635,,,
15,0.125000,15:26:46:16.01,-92.004349,311.562256,134.138550,-92.181351,318.430145,134.583405,-92.010704,313.830688,137.288406,,,
16,0.133333,15:26:46:16.02,-92.003159,311.562286,134.139221,-92.195770,318.437897,134.584091,-92.010040,313.831390,137.288666,,,
17,0.141667,15:26:46:16.03,-92.001930,311.562103,134.137817,-92.200050,318.439117,134.583740,-92.010651,313.830597,137.288422,,,
18,0.150000,15:26:46:17.00,-92.003075,311.562622,134.138245,-92.199829,318.438995,134.584412,-92.011307,313.830536,137.288940,,,
19,0.158333,15:26:46:17.01,-92.002609,311.562134,134.138748,-92.184669,318.430481,134.585037,-92.011108,313.830139,137.288254,,,
20,0.166667,15:26:46:17.02,-92.002327,311.561310,134.138428,-92.193245,318.436676,134.583740,-92.010384,313.830261,137.288437,,,
21,0.175000,15:26:46:17.03,-92.002625,311.561707,134.137421,-92.184067,318.431427,134.585022,-92.009941,313.831268,137.288467,,,
22,0.183333,15:26:46:18.00,-92.002449,311.560791,134.136871,-92.193962,318.437988,134.583633,-92.010582,313.830261,137.287766,,,
23,0.191667,15:26:46:18.01,-92.003273,311.562073,134.138031,-92.183777,318.430786,134.584991,-92.012505,313.831635,137.288422,,,
24,0.200000,15:26:46:18.02,-92.002441,311.561462,134.137802,-92.182037,318.432007,134.585266,-92.010895,313.830933,137.288101,,,
25,0.208333,15:26:46:18.03,-92.004478,311.561371,134.137909,-92.194977,318.438232,134.584534,-92.011154,313.830597,137.287979,,,
26,0.216667,15:26:46:19.00,-92.002525,311.562012,134.138626,-92.184906,318.431244,134.584534,-92.010651,313.830505,137.288284,,,
27,0.225000,15:26:46:19.01,-92.002678,311.562164,134.138260,-92.183624,318.431244,134.584732,-92.012077,313.831085,137.288696,,,
28,0.233333,15:26:46:19.02,-92.003120,311.561584,134.138794,-92.182701,318.431915,134.585724,-92.010468,313.830872,137.288605,,,
29,0.241667,15:26:46:19.03,-92.002785,311.561218,134.139313,-92.182198,318.431671,134.584579,-92.011284,313.830505,137.288345,,,
30,0.250000,15:26:46:20.00,-92.001450,311.561737,134.138687,-92.182701,318.431824,134.584747,-92.011223,313.830750,137.288147,,,
31,0.258333,15:26:46:20.01,-92.001381,311.561707,134.137939,-92.195930,318.438751,134.583405,-92.010429,313.830322,137.288437,,,
32,0.266667,15:26:46:20.02,-92.003288,311.561432,134.138260,-92.199913,318.439209,134.582962,-92.011375,313.830200,137.288071,,,
33,0.275000,15:26:46:20.03,-92.004135,311.562103,134.138443,-92.185959,318.430786,134.584671,-92.009941,313.830658,137.288254,,,
34,0.283333,15:26:46:21.00,-92.003883,311.561584,134.137650,-92.193756,318.438690,134.583038,-92.012230,313.830231,137.287430,,,
35,0.291667,15:26:46:21.01,-92.000648,311.561646,134.138153,-92.198090,318.439301,134.583466,-92.010696,313.830231,137.288040,,,
36,0.300000,15:26:46:21.02,-92.003624,311.562531,134.138107,-92.183174,318.431152,134.583817,-92.010994,313.830597,137.288086,,,
37,0.308333,15:26:46:21.03,-92.005066,311.561737,134.138077,-92.181732,318.431274,134.584900,-92.010513,313.830292,137.287949,,,
38,0.316667,15:26:46:22.00,-92.002167,311.560974,134.137573,-92.195076,318.437988,134.583862,-92.011490,313.831116,137.288177,,,
39,0.325000,15:26:46:22.01,-92.001221,311.562073,134.138214,-92.199837,318.439545,134.583725,-92.009773,313.830200,137.287735,,,
40,0.333333,15:26:46:22.02,-92.001137,311.561829,134.138077,-92.199905,318.439575,134.584396,-92.009354,313.830292,137.287521,,,
41,0.341667,15:26:46:22.03,-92.001991,311.561646,134.137482,-92.184311,318.431549,134.584167,-92.010292,313.830688,137.288925,,,
42,0.350000,15:26:46:23.00,-92.002419,311.560730,134.138184,-92.193771,318.438721,134.583099,-92.010056,313.830933,137.287552,,,
43,0.358333,15:26:46:23.01,-92.003166,311.561829,134.137314,-92.198853,318.438568,134.583466,-92.010338,313.830353,137.287979,,,
44,0.366667,15:26:46:23.02,-92.001671,311.561737,134.137573,-92.184494,318.430847,134.583801,-92.010704,313.831482,137.287598,,,
45,0.375000,15:26:46:23.03,-92.003143,311.562256,134.137680,-92.181664,318.431671,134.584045,-92.009674,313.830414,137.287323,,,
46,0.383333,15:26:46:24.00,-92.002121,311.561279,134.137329,-92.194443,318.437531,134.582596,-92.011223,313.830170,137.288635,,,
47,0.391667,15:26:46:24.01,-92.003761,311.561340,134.138229,-92.199287,318.437775,134.582596,-92.010193,313.830383,137.287613,,,
48,0.400000,15:26:46:24.02,-92.002800,311.561310,134.137955,-92.199829,318.438995,134.583740,-92.010918,313.829987,137.288315,,,
49,0.408333,15:26:46:24.03,-92.000526,311.561646,134.137482,-92.183853,318.431396,134.584747,-92.011269,313.830231,137.288589,,,
50,0.416667,15:26:46:25.00,-92.003044,311.561737,134.139053,-92.182663,318.432190,134.585190,-92.010750,313.831085,137.288116,,,
51,0.425000,15:26:46:25.01,-92.001152,311.561859,134.137634,-92.195656,318.438965,134.584122,-92.010048,313.831085,137.288071,,,
52,0.433333,15:26:46:25.02,-92.003059,311.562195,134.138290,-92.184334,318.431519,134.584229,-92.011024,313.830414,137.288177,,,
53,0.441667,15:26:46:25.03,-92.003822,311.562042,134.137314,-92.183044,318.432281,134.584961,-92.010323,313.830383,137.288605,,,
54,0.450000,15:26:46:26.00,-92.002312,311.561249,134.136093,-92.183540,318.431702,134.585083,-92.010696,313.830841,137.288712,,,
55,0.458333,15:26:46:26.01,-92.004227,311.561432,134.138077,-92.183525,318.431091,134.584579,-92.011871,313.830597,137.288513,,,
56,0.466667,15:26:46:26.02,-92.001724,311.561798,134.137695,-92.196747,318.439850,134.584015,-92.011353,313.832031,137.287582,,,
57,0.475000,15:26:46:26.03,-92.001877,311.562958,134.136780,-92.200142,318.439819,134.584106,-92.010406,313.831757,137.287384,,,
58,0.483333,15:26:46:27.00,-92.004143,311.562347,134.137695,-92.184929,318.433105,134.583694,-92.010872,313.831543,137.287979,,,
59,0.491667,15:26:46:27.01,-92.004852,311.562195,134.137634,-92.195824,318.440186,134.584335,-92.011215,313.830963,137.287460,,,
60,0.500000,15:26:46:27.02,-92.003754,311.562195,134.139633,-92.184967,318.432831,134.584839,-92.010475,313.832214,137.288330,,,
61,0.508333,15:26:46:27.03,-92.002747,311.563232,134.138153,-92.182564,318.432556,134.584351,-92.010147,313.831482,137.287613,,,
62,0.516667,15:26:46:28.00,-92.003120,311.563049,134.138077,-92.182663,318.432404,134.585709,-92.010017,313.831238,137.287537,,,
63,0.525000,15:26:46:28.01,-92.003410,311.562134,134.137863,-92.195969,318.440125,134.582870,-92.011765,313.831696,137.288254,,,
64,0.533333,15:26:46:28.02,-92.003944,311.563232,134.137848,-92.200958,318.439728,134.583359,-92.011642,313.831482,137.288452,,,
65,0.541667,15:26:46:28.03,-92.001152,311.562714,134.138062,-92.199745,318.439819,134.584396,-92.011734,313.831696,137.288116,,,
66,0.550000,15:26:46:29.00,-92.003593,311.562836,134.138107,-92.183945,318.432922,134.584351,-92.011818,313.832153,137.288330,,,
67,0.558333,15:26:46:29.01,-92.001854,311.562622,134.137482,-92.182716,318.433258,134.585007,-92.011360,313.832275,137.288498,,,
68,0.566667,15:26:46:29.02,-92.002792,311.563171,134.136719,-92.183731,318.430939,134.584564,-92.011383,313.831879,137.288391,,,
69,0.575000,15:26:46:29.03,-92.003899,311.563446,134.138412,-92.195335,318.438904,134.583481,-92.011955,313.830933,137.288391,,,
70,0.583333,15:26:47:00.00,-92.003204,311.563202,134.138672,-92.186424,318.432526,134.583862,-92.012314,313.831635,137.288422,,,
71,0.591667,15:26:47:00.01,-92.004623,311.563293,134.137909,-92.197868,318.440094,134.584396,-92.011765,313.832245,137.287827,,,
72,0.600000,15:26:47:00.02,-92.004524,311.563263,134.137497,-92.184242,318.432861,134.584061,-92.011902,313.830505,137.287994,,,
73,0.608333,15:26:47:00.03,-92.004845,311.562531,134.137589,-92.183456,318.433136,134.584702,-92.011757,313.832306,137.288742,,,
74,0.616667,15:26:47:01.00,-92.004662,311.563538,134.138138,-92.183678,318.432678,134.584839,-92.010582,313.830383,137.288025,,,
75,0.625000,15:26:47:01.01,-92.003372,311.563141,134.137802,-92.198341,318.439545,134.583679,-92.011375,313.832092,137.288086,,,
76,0.633333,15:26:47:01.02,-92.003845,311.563629,134.136887,-92.184486,318.432434,134.583527,-92.011246,313.831573,137.288040,,,
77,0.641667,15:26:47:01.03,-92.004074,311.563141,134.137070,-92.181908,318.433319,134.583817,-92.009583,313.830902,137.287369,,,
78,0.650000,15:26:47:02.00,-92.001068,311.563171,134.137207,-92.196205,318.441284,134.583771,-92.011238,313.832550,137.288055,,,
79,0.658333,15:26:47:02.01,-92.002914,311.563690,134.137405,-92.185379,318.433777,134.583038,-92.010826,313.832550,137.287918,,,
80,0.666667,15:26:47:02.02,-92.004570,311.564606,134.138031,-92.182968,318.434998,134.583679,-92.011078,313.832245,137.288147,,,
81,0.675000,15:26:47:02.03,-92.002121,311.563263,134.137726,-92.184273,318.434540,134.583420,-92.011948,313.832611,137.287430,,,
82,0.683333,15:26:47:03.00,-92.002937,311.562500,134.137863,-92.196144,318.441833,134.582596,-92.011963,313.832855,137.287781,,,
83,0.691667,15:26:47:03.01,-92.002502,311.564178,134.137299,-92.201294,318.442200,134.582535,-92.011627,313.831940,137.287704,,,
84,0.700000,15:26:47:03.02,-92.003151,311.563812,134.136810,-92.200920,318.442383,134.583420,-92.012184,313.833374,137.288467,,,
85,0.708333,15:26:47:03.03,-92.002831,311.564484,134.137512,-92.199272,318.441376,134.583237,-92.011223,313.832825,137.288040,,,
86,0.716667,15:26:47:04.00,-92.000977,311.564270,134.136902,-92.185066,318.433899,134.582947,-92.011612,313.833862,137.288300,,,
87,0.725000,15:26:47:04.01,-92.002396,311.563507,134.136719,-92.183617,318.434082,134.583633,-92.011871,313.832245,137.288086,,,
88,0.733333,15:26:47:04.02,-92.004303,311.562744,134.137329,-92.196510,318.440735,134.581955,-92.011604,313.832764,137.288391,,,
89,0.741667,15:26:47:04.03,-92.005592,311.564484,134.137024,-92.200584,318.441132,134.582214,-92.010948,313.833008,137.287750,,,
90,0.750000,15:26:47:05.00,-92.004608,311.564514,134.137039,-92.185310,318.433350,134.582443,-92.012146,313.833038,137.287888,,,
91,0.758333,15:26:47:05.01,-92.003662,311.562744,134.135803,-92.195488,318.441895,134.582642,-92.012009,313.833191,137.287247,,,
92,0.766667,15:26:47:05.02,-92.002480,311.563232,134.136505,-92.200523,318.443481,134.583725,-92.010681,313.832214,137.286972,,,
93,0.775000,15:26:47:05.03,-92.002800,311.564117,134.137222,-92.184708,318.434021,134.582504,-92.012863,313.832794,137.288086,,,
94,0.783333,15:26:47:06.00,-92.002449,311.563599,134.137131,-92.194763,318.441071,134.582672,-92.011467,313.832367,137.286896,,,
95,0.791667,15:26:47:06.01,-92.001297,311.564941,134.137207,-92.200020,318.442902,134.582489,-92.012039,313.832520,137.288391,,,
96,0.800000,15:26:47:06.02,-92.004364,311.564423,134.137497,-92.201118,318.443390,134.582672,-92.011551,313.833466,137.287552,,,
97,0.808333,15:26:47:06.03,-92.003021,311.564178,134.137543,-92.198441,318.442139,134.582214,-92.011391,313.832703,137.287521,,,
98,0.816667,15:26:47:07.00,-92.001122,311.563843,134.136383,-92.184647,318.434845,134.581512,-92.010429,313.832092,137.286743,,,
99,0.825000,15:26:47:07.01,-92.002029,311.562866,134.137115,-92.195442,318.441498,134.582047,-92.010941,313.832642,137.287140,,,
100,0.833333,15:26:47:07.02,-92.001541,311.562439,134.135635,-92.184624,318.434418,134.582169,-92.011238,313.832031,137.287384,,,
101,0.841667,15:26:47:07.03,-92.002113,311.562714,134.137405,-92.195160,318.440704,134.583328,-92.010483,313.830231,137.286224,,,
102,0.850000,15:26:47:08.00,-92.002716,311.562866,134.137100,-92.198029,318.441681,134.582520,-92.011337,313.832367,137.287415,,,
103,0.858333,15:26:47:08.01,-92.002403,311.562988,134.136536,-92.183243,318.433319,134.583176,-92.011238,313.831818,137.287262,,,
104,0.866667,15:26:47:08.02,-91.999664,311.561371,134.136780,-92.194351,318.439972,134.583328,-92.010483,313.830933,137.287491,,,
105,0.875000,15:26:47:08.03,-91.999809,311.561798,134.136078,-92.198219,318.440033,134.582092,-92.010132,313.830719,137.286896,,,
106,0.883333,15:26:47:09.00,-92.000450,311.561951,134.135193,-92.199142,318.439514,134.582108,-92.010620,313.830414,137.286682,,,
107,0.891667,15:26:47:09.01,-91.999344,311.561340,134.137253,-92.183281,318.431458,134.581802,-92.009857,313.830963,137.286316,,,
108,0.900000,15:26:47:09.02,-91.999588,311.561554,134.135559,-92.181755,318.432373,134.583557,-92.009964,313.830292,137.286591,,,
109,0.908333,15:26:47:09.03,-92.000237,311.561340,134.135605,-92.181450,318.430969,134.582825,-92.010315,313.830627,137.287445,,,
110,0.916667,15:26:47:10.00,-92.000870,311.561127,134.135193,-92.194778,318.436829,134.581619,-92.009872,313.830322,137.286621,,,
111,0.925000,15:26:47:10.01,-92.000343,311.561432,134.134842,-92.181129,318.430084,134.580368,-92.009758,313.830292,137.286621,,,
112,0.933333,15:26:47:10.02,-92.001602,311.562256,134.136475,-92.194023,318.439178,134.581696,-92.010185,313.830811,137.287170,,,
113,0.941667,15:26:47:10.03,-91.999611,311.562012,134.135574,-92.198868,318.439117,134.582031,-92.009094,313.830414,137.286407,,,
114,0.950000,15:26:47:11.00,-92.000214,311.562866,134.136993,-92.197731,318.438110,134.581039,-92.009727,313.831268,137.286758,,,
115,0.958333,15:26:47:11.01,-91.996758,311.561218,134.135147,-92.183525,318.431396,134.582321,-92.010384,313.832123,137.287109,,,
116,0.966667,15:26:47:11.02,-92.000214,311.563019,134.136078,-92.181267,318.431641,134.582825,-92.010674,313.830994,137.287384,,,
117,0.975000,15:26:47:11.03,-91.998657,311.562012,134.135452,-92.181465,318.431152,134.582001,-92.010918,313.832275,137.287811,,,
118,0.983333,15:26:47:12.00,-92.001999,311.562531,134.135010,-92.194321,318.438690,134.581070,-92.009605,313.831665,137.286758,,,
119,0.991667,15:26:47:12.01,-92.001083,311.563385,134.135895,-92.197945,318.440735,134.582428,-92.011276,313.832153,137.287018,,,
120,1.000000,15:26:47:12.02,-92.002441,311.563019,134.136124,-92.184212,318.432556,134.582626,-92.011276,313.831421,137.287720,,,
121,1.008333,15:26:47:12.03,-92.001762,311.562561,134.135513,-92.194069,318.439453,134.582642,-92.010460,313.831146,137.287323,,,
122,1.016667,15:26:47:13.00,-92.000900,311.562012,134.136871,-92.185135,318.433594,134.582794,-92.010635,313.831848,137.287216,,,
123,1.025000,15:26:47:13.01,-92.001007,311.563080,134.136398,-92.183250,318.432587,134.583832,-92.011032,313.832825,137.288101,,,
124,1.033333,15:26:47:13.02,-92.005760,311.564148,134.137634,-92.183556,318.433441,134.583237,-92.010345,313.831879,137.287476,,,
125,1.041667,15:26:47:13.03,-92.002884,311.562378,134.137695,-92.196152,318.439484,134.581741,-92.010956,313.831451,137.287384,,,
126,1.050000,15:26:47:14.00,-92.003609,311.563049,134.136139,-92.200439,318.441406,134.582260,-92.011070,313.831268,137.287643,,,
127,1.058333,15:26:47:14.01,-92.004982,311.564758,134.136505,-92.184677,318.433838,134.582703,-92.010651,313.831268,137.287415,,,
128,1.066667,15:26:47:14.02,-92.002449,311.562836,134.136841,-92.183228,318.434265,134.584183,-92.012993,313.833038,137.287659,,,
129,1.075000,15:26:47:14.03,-92.003723,311.563477,134.137314,-92.196548,318.441528,134.583298,-92.012207,313.831604,137.288162,,,
130,1.083333,15:26:47:15.00,-92.002716,311.563629,134.136124,-92.184029,318.433655,134.584137,-92.011490,313.832825,137.287369,,,
131,1.091667,15:26:47:15.01,-92.004623,311.564850,134.137650,-92.182762,318.433777,134.584152,-92.012474,313.832123,137.286682,,,
132,1.100000,15:26:47:15.02,-92.004425,311.563660,134.137817,-92.196617,318.440582,134.582672,-92.010857,313.832123,137.287796,,,
133,1.108333,15:26:47:15.03,-92.002731,311.563629,134.137604,-92.184624,318.433563,134.582214,-92.011597,313.833130,137.287933,,,
134,1.116667,15:26:47:16.00,-92.001396,311.563080,134.136780,-92.184296,318.434204,134.584198,-92.011688,313.832245,137.287384,,,
135,1.125000,15:26:47:16.01,-92.001854,311.563538,134.137802,-92.196037,318.440399,134.583435,-92.010834,313.832153,137.288757,,,
136,1.133333,15:26:47:16.02,-92.002983,311.563751,134.137497,-92.184006,318.432892,134.583237,-92.012688,313.832062,137.288391,,,
137,1.141667,15:26:47:16.03,-92.003586,311.563782,134.136444,-92.195206,318.440826,134.582657,-92.011925,313.832336,137.287811,,,
138,1.150000,15:26:47:17.00,-92.004494,311.562714,134.137207,-92.184937,318.434204,134.582764,-92.011444,313.832611,137.288010,,,
139,1.158333,15:26:47:17.01,-92.003960,311.563507,134.136658,-92.194107,318.440460,134.583221,-92.012680,313.831390,137.287827,,,
140,1.166667,15:26:47:17.02,-92.003105,311.563385,134.136795,-92.199669,318.441284,134.582611,-92.012497,313.830627,137.288010,,,
141,1.175000,15:26:47:17.03,-92.002022,311.563354,134.136459,-92.199394,318.440765,134.582306,-92.011925,313.832672,137.287766,,,
142,1.183333,15:26:47:18.00,-92.001770,311.563538,134.137299,-92.184532,318.434082,134.582855,-92.010689,313.832489,137.288315,,,
143,1.191667,15:26:47:18.01,-92.003830,311.564087,134.136780,-92.195465,318.440826,134.584610,-92.010239,313.832520,137.287140,,,
144,1.200000,15:26:47:18.02,-92.002518,311.563354,134.136917,-92.184875,318.433899,134.584290,-92.010635,313.832520,137.287521,,,
145,1.208333,15:26:47:18.03,-92.002693,311.562744,134.137527,-92.194870,318.441040,134.583633,-92.011536,313.832306,137.288040,,,
146,1.216667,15:26:47:19.00,-92.001137,311.562744,134.136063,-92.199532,318.441620,134.583755,-92.012695,313.832794,137.289352,,,
147,1.225000,15:26:47:19.01,-92.002014,311.563721,134.137283,-92.185577,318.433533,134.583069,-92.010864,313.831665,137.286987,,,
148,1.233333,15:26:47:19.02,-92.003639,311.564270,134.137741,-92.195633,318.441681,134.583359,-92.012596,313.831909,137.287521,,,
149,1.241667,15:26:47:19.03,-92.002998,311.562317,134.137680,-92.184608,318.434509,134.582535,-92.012489,313.832458,137.287628,,,
150,1.250000,15:26:47:20.00,-92.001083,311.563599,134.137177,-92.183594,318.434509,134.584015,-92.011482,313.831726,137.287186,,,
151,1.258333,15:26:47:20.01,-92.001778,311.563477,134.136063,-92.196426,318.441376,134.582565,-92.010674,313.832520,137.288055,,,
152,1.266667,15:26:47:20.02,-92.003510,311.563385,134.137039,-92.199745,318.441437,134.582520,-92.010048,313.832062,137.287491,,,
153,1.275000,15:26:47:20.03,-92.004509,311.564148,134.137161,-92.184319,318.432861,134.582962,-92.011818,313.832397,137.288177,,,
154,1.283333,15:26:47:21.00,-92.004662,311.562958,134.137634,-92.183609,318.434570,134.583710,-92.010078,313.832367,137.287659,,,
155,1.291667,15:26:47:21.01,-92.001518,311.563263,134.136948,-92.195854,318.440430,134.583313,-92.010460,313.831360,137.286911,,,
156,1.300000,15:26:47:21.02,-92.002579,311.562714,134.137207,-92.199966,318.440887,134.582932,-92.011620,313.832489,137.287064,,,
157,1.308333,15:26:47:21.03,-92.004097,311.564209,134.136215,-92.199448,318.440735,134.582932,-92.010826,313.832458,137.288254,,,
158,1.316667,15:26:47:22.00,-92.005096,311.563080,134.137695,-92.200462,318.441711,134.583588,-92.010788,313.832733,137.287766,,,
159,1.325000,15:26:47:22.01,-92.006210,311.563507,134.137695,-92.182899,318.432251,134.582443,-92.013077,313.831604,137.287292,,,
160,1.333333,15:26:47:22.02,-92.002777,311.563599,134.137482,-92.182899,318.434265,134.583176,-92.012276,313.832245,137.288437,,,
161,1.341667,15:26:47:22.03,-92.002647,311.562531,134.137283,-92.183449,318.432861,134.584351,-92.011627,313.832581,137.288086,,,
162,1.350000,15:26:47:23.00,-92.002335,311.563263,134.136459,-92.196259,318.440521,134.583191,-92.010025,313.831787,137.286758,,,
163,1.358333,15:26:47:23.01,-92.000526,311.561890,134.136917,-92.200462,318.440857,134.582596,-92.012474,313.831238,137.286850,,,
164,1.366667,15:26:47:23.02,-92.004250,311.563232,134.137634,-92.200005,318.439972,134.583160,-92.011124,313.831818,137.287567,,,
165,1.375000,15:26:47:23.03,-92.002258,311.562408,134.137009,-92.198921,318.440979,134.581894,-92.010864,313.832031,137.287766,,,
166,1.383333,15:26:47:24.00,-92.000252,311.562805,134.136551,-92.198631,318.440308,134.582001,-92.010063,313.832306,137.287384,,,
167,1.391667,15:26:47:24.01,-92.000664,311.563538,134.136856,-92.199028,318.440369,134.582962,-92.010345,313.831909,137.287323,,,
168,1.400000,15:26:47:24.02,-92.002251,311.563385,134.138000,-92.199356,318.440613,134.582214,-92.010872,313.831390,137.287918,,,
169,1.408333,15:26:47:24.03,-92.001678,311.563782,134.137436,-92.183601,318.433594,134.582809,-92.010918,313.831085,137.287109,,,
170,1.416667,15:26:47:25.00,-92.005508,311.563202,134.138290,-92.194725,318.440063,134.582703,-92.011070,313.831390,137.287369,,,
171,1.425000,15:26:47:25.01,-92.002441,311.562897,134.136917,-92.183594,318.433105,134.582336,-92.012215,313.831970,137.288391,,,
172,1.433333,15:26:47:25.02,-92.002472,311.562714,134.136063,-92.194069,318.440002,134.582672,-92.011795,313.831970,137.287659,,,
173,1.441667,15:26:47:25.03,-92.000305,311.561890,134.135620,-92.183624,318.432983,134.582748,-92.010193,313.831879,137.287277,,,
174,1.450000,15:26:47:26.00,-92.001366,311.563141,134.136185,-92.182678,318.433594,134.584015,-92.011383,313.831024,137.286896,,,
175,1.458333,15:26:47:26.01,-92.003517,311.563660,134.136780,-92.195206,318.440491,134.582825,-92.011765,313.832031,137.287643,,,
176,1.466667,15:26:47:26.02,-92.001358,311.562592,134.137039,-92.183655,318.432770,134.582870,-92.010574,313.831970,137.287766,,,
177,1.475000,15:26:47:26.03,-92.002380,311.562500,134.137207,-92.182747,318.434265,134.583603,-92.010162,313.832214,137.288513,,,
178,1.483333,15:26:47:27.00,-92.002472,311.563263,134.136826,-92.182747,318.434113,134.584778,-92.010674,313.831757,137.287598,,,
179,1.491667,15:26:47:27.01,-92.002937,311.562744,134.136612,-92.196350,318.441223,134.584213,-92.011139,313.831390,137.288254,,,
180,1.500000,15:26:47:27.02,-92.003075,311.564209,134.136826,-92.199097,318.441223,134.584030,-92.011009,313.832275,137.287766,,,
181,1.508333,15:26:47:27.03,-92.002449,311.563019,134.136551,-92.200104,318.440918,134.582809,-92.011658,313.832916,137.288559,,,
182,1.516667,15:26:47:28.00,-92.002312,311.563965,134.136719,-92.184761,318.433350,134.582977,-92.012253,313.833221,137.288361,,,
183,1.525000,15:26:47:28.01,-92.002953,311.563690,134.137650,-92.183121,318.433472,134.584518,-92.011612,313.832642,137.288361,,,
184,1.533333,15:26:47:28.02,-92.004898,311.563721,134.137390,-92.183670,318.434174,134.585098,-92.009583,313.831482,137.287704,,,
185,1.541667,15:26:47:28.03,-92.004311,311.563599,134.137207,-92.196304,318.440643,134.583344,-92.010460,313.832031,137.288040,,,
186,1.550000,15:26:47:29.00,-92.006073,311.563782,134.138351,-92.185768,318.434296,134.584259,-92.010895,313.832275,137.287659,,,
187,1.558333,15:26:47:29.01,-92.005280,311.564117,134.136703,-92.197189,318.441071,134.584641,-92.011322,313.832855,137.288803,,,
188,1.566667,15:26:47:29.02,-92.005363,311.564911,134.137863,-92.202148,318.442444,134.583923,-92.010643,313.832031,137.289078,,,
189,1.575000,15:26:47:29.03,-92.003242,311.563171,134.138046,-92.184685,318.433472,134.583786,-92.009857,313.831909,137.288147,,,
190,1.583333,15:26:48:00.00,-92.004807,311.564209,134.138763,-92.184647,318.434357,134.586304,-92.011894,313.833038,137.288879,,,
