Format Version,1.24,Take Name,Take 2026-08-04 03.33.25 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-08-04 03.33.26.509 ,Capture Start Frame,924315,Total Frames in Take,11666,Total Exported Frames,11666,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global

,Type,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
19,0.158333,15:34:32:25.03,-92.021980,311.561310,134.117538,-92.196480,318.432465,134.563416,-92.020630,313.829620,137.270355,,,
20,0.166667,15:34:32:26.00,-92.021523,311.560608,134.117126,-92.193420,318.432556,134.559113,-92.029312,313.829865,137.272079,,,
21,0.175000,15:34:32:26.01,-92.021568,311.561340,134.116501,-92.197021,318.432098,134.563202,-92.029213,313.828888,137.271729,,,
22,0.183333,15:34:32:26.02,-92.020073,311.561554,134.117599,-92.196419,318.432343,134.562286,-92.021950,313.829468,137.272110,,,
23,0.191667,15:34:32:26.03,-92.022011,311.562103,134.118134,-92.193916,318.432220,134.559265,-92.021355,313.829956,137.271683,,,
24,0.200000,15:34:32:27.00,-92.021263,311.561401,134.117722,-92.195335,318.432465,134.560547,-92.021820,313.830383,137.270844,,,
25,0.208333,15:34:32:27.01,-92.021225,311.560760,134.117706,-92.194916,318.432037,134.558990,-92.029831,313.829437,137.272095,,,
26,0.216667,15:34:32:27.02,-92.019653,311.561279,134.117294,-92.197044,318.431610,134.561523,-92.022446,313.829559,137.271454,,,
27,0.225000,15:34:32:27.03,-92.020523,311.561432,134.118088,-92.195587,318.432953,134.559860,-92.029022,313.829895,137.272339,,,
28,0.233333,15:34:32:28.00,-92.020897,311.561584,134.118134,-92.195557,318.432343,134.559174,-92.021881,313.830231,137.270844,,,
29,0.241667,15:34:32:28.01,-92.020569,311.561493,134.117050,-92.197334,318.432190,134.562378,-92.029175,313.829681,137.272339,,,
30,0.250000,15:34:32:28.02,-92.019691,311.560913,134.116058,-92.194954,318.431976,134.559113,-92.028824,313.829742,137.272568,,,
31,0.258333,15:34:32:28.03,-92.021378,311.560638,134.116302,-92.195091,318.432007,134.559799,-92.022667,313.829956,137.271225,,,
32,0.266667,15:34:32:29.00,-92.022041,311.560913,134.117081,-92.196014,318.431732,134.562592,-92.021317,313.829651,137.270813,,,
33,0.275000,15:34:32:29.01,-92.022827,311.560242,134.117249,-92.194038,318.431519,134.560410,-92.021446,313.829346,137.271606,,,
34,0.283333,15:34:32:29.02,-92.022293,311.560577,134.117035,-92.193733,318.430756,134.559189,-92.022087,313.829742,137.271408,,,
35,0.291667,15:34:32:29.03,-92.020432,311.560883,134.117767,-92.195969,318.431274,134.562088,-92.027321,313.828125,137.271927,,,
36,0.300000,15:34:33:00.00,-92.021896,311.561432,134.117096,-92.195045,318.431122,134.559494,-92.028824,313.828766,137.271957,,,
37,0.308333,15:34:33:00.01,-92.020210,311.561310,134.117340,-92.194794,318.431213,134.562454,-92.020760,313.829132,137.271408,,,
38,0.316667,15:34:33:00.02,-92.022202,311.560974,134.117981,-92.193275,318.431152,134.559875,-92.028824,313.829590,137.272217,,,
39,0.325000,15:34:33:00.03,-92.021461,311.560486,134.117844,-92.196335,318.432190,134.563019,-92.029610,313.828552,137.271652,,,
40,0.333333,15:34:33:01.00,-92.020264,311.560760,134.117966,-92.194733,318.431854,134.559982,-92.029259,313.828857,137.273056,,,
41,0.341667,15:34:33:01.01,-92.018417,311.560547,134.117523,-92.193542,318.430939,134.559723,-92.028831,313.829437,137.271942,,,
42,0.350000,15:34:33:01.02,-92.021408,311.560974,134.117401,-92.196686,318.430023,134.562164,-92.023163,313.829407,137.271423,,,
43,0.358333,15:34:33:01.03,-92.021645,311.559509,134.118652,-92.195747,318.430267,134.563049,-92.021088,313.829437,137.271896,,,
44,0.366667,15:34:33:02.00,-92.021011,311.561676,134.117401,-92.194031,318.431641,134.559738,-92.021400,313.829834,137.272888,,,
45,0.375000,15:34:33:02.01,-92.018677,311.560608,134.117645,-92.195526,318.431274,134.561966,-92.020378,313.828491,137.271622,,,
46,0.383333,15:34:33:02.02,-92.020065,311.562012,134.118973,-92.195107,318.431671,134.563629,-92.028847,313.829620,137.272018,,,
47,0.391667,15:34:33:02.03,-92.019997,311.560852,134.117371,-92.193428,318.430756,134.559143,-92.024017,313.830475,137.271957,,,
48,0.400000,15:34:33:03.00,-92.021240,311.561218,134.118393,-92.195953,318.430969,134.562485,-92.021027,313.828766,137.271851,,,
49,0.408333,15:34:33:03.01,-92.021057,311.560699,134.118607,-92.195221,318.430603,134.561844,-92.027740,313.828796,137.272400,,,
50,0.416667,15:34:33:03.02,-92.018600,311.561096,134.117767,-92.193794,318.431366,134.559433,-92.022079,313.828766,137.270981,,,
51,0.425000,15:34:33:03.03,-92.021141,311.562439,134.117447,-92.196152,318.431671,134.563156,-92.021744,313.830719,137.271698,,,
52,0.433333,15:34:33:04.00,-92.021118,311.561920,134.118927,-92.194839,318.432129,134.561081,-92.029373,313.829956,137.272934,,,
53,0.441667,15:34:33:04.01,-92.020523,311.561432,134.118195,-92.196259,318.431366,134.563690,-92.029205,313.829742,137.272827,,,
54,0.450000,15:34:33:04.02,-92.020073,311.561951,134.117416,-92.195206,318.431000,134.561966,-92.021301,313.829651,137.271805,,,
55,0.458333,15:34:33:04.03,-92.020897,311.560455,134.118729,-92.193291,318.431061,134.559082,-92.019890,313.829437,137.272018,,,
56,0.466667,15:34:33:05.00,-92.020706,311.561890,134.118301,-92.194107,318.431915,134.560547,-92.021362,313.829376,137.272400,,,
57,0.475000,15:34:33:05.01,-92.021255,311.561096,134.117722,-92.196228,318.430817,134.562820,-92.029312,313.828888,137.272858,,,
58,0.483333,15:34:33:05.02,-92.021980,311.561737,134.118073,-92.195038,318.430939,134.562866,-92.022659,313.829926,137.271683,,,
59,0.491667,15:34:33:05.03,-92.019287,311.560486,134.117950,-92.194519,318.432526,134.560471,-92.022217,313.829895,137.271973,,,
60,0.500000,15:34:33:06.00,-92.021469,311.560120,134.118423,-92.194839,318.431305,134.559738,-92.020798,313.829376,137.271500,,,
61,0.508333,15:34:33:06.01,-92.021873,311.560822,134.119492,-92.195473,318.431305,134.563156,-92.028984,313.829315,137.272949,,,
62,0.516667,15:34:33:06.02,-92.020241,311.560577,134.117676,-92.194260,318.432709,134.559860,-92.020584,313.829102,137.270432,,,
63,0.525000,15:34:33:06.03,-92.020142,311.561523,134.117889,-92.194939,318.432159,134.560471,-92.021309,313.830170,137.271973,,,
64,0.533333,15:34:33:07.00,-92.021355,311.561401,134.118240,-92.196686,318.431488,134.563309,-92.029526,313.828827,137.272552,,,
65,0.541667,15:34:33:07.01,-92.019859,311.561310,134.117950,-92.195488,318.431091,134.563263,-92.029015,313.828217,137.272507,,,
66,0.550000,15:34:33:07.02,-92.019531,311.560760,134.118500,-92.193199,318.430481,134.560242,-92.020851,313.829803,137.270844,,,
67,0.558333,15:34:33:07.03,-92.020615,311.560364,134.119415,-92.194435,318.431519,134.560318,-92.028481,313.828979,137.272568,,,
68,0.566667,15:34:33:08.00,-92.019852,311.561523,134.119156,-92.193130,318.431366,134.559921,-92.022079,313.829071,137.271912,,,
69,0.575000,15:34:33:08.01,-92.022247,311.562103,134.119644,-92.195419,318.431305,134.563065,-92.029388,313.830292,137.272980,,,
70,0.583333,15:34:33:08.02,-92.022720,311.561096,134.118896,-92.194176,318.431396,134.559174,-92.022118,313.828278,137.270096,,,
71,0.591667,15:34:33:08.03,-92.020584,311.560883,134.118683,-92.196350,318.431335,134.563004,-92.028641,313.829224,137.273117,,,
72,0.600000,15:34:33:09.00,-92.021698,311.561218,134.119171,-92.195389,318.431427,134.563202,-92.030403,313.829285,137.272629,,,
73,0.608333,15:34:33:09.01,-92.021408,311.559906,134.117752,-92.194138,318.430634,134.560150,-92.022041,313.829163,137.271347,,,
74,0.616667,15:34:33:09.02,-92.019844,311.560913,134.117966,-92.196014,318.431366,134.561737,-92.021828,313.830811,137.271301,,,
75,0.625000,15:34:33:09.03,-92.020782,311.561218,134.119171,-92.195274,318.431885,134.561279,-92.021950,313.829956,137.271896,,,
76,0.633333,15:34:33:10.00,-92.019875,311.560974,134.118164,-92.196556,318.431976,134.563629,-92.020790,313.830383,137.271637,,,
77,0.641667,15:34:33:10.01,-92.020035,311.561646,134.117538,-92.193840,318.431824,134.560394,-92.028221,313.829681,137.272110,,,
78,0.650000,15:34:33:10.02,-92.020744,311.561493,134.117538,-92.193970,318.431763,134.559006,-92.029610,313.829681,137.273026,,,
79,0.658333,15:34:33:10.03,-92.021912,311.561157,134.118561,-92.195862,318.431580,134.562195,-92.022308,313.830811,137.272202,,,
80,0.666667,15:34:33:11.00,-92.020348,311.560547,134.116898,-92.193329,318.431793,134.560196,-92.028984,313.829437,137.272415,,,
81,0.675000,15:34:33:11.01,-92.018021,311.560730,134.117096,-92.195343,318.431305,134.563782,-92.029968,313.829346,137.272507,,,
82,0.683333,15:34:33:11.02,-92.019447,311.560150,134.116776,-92.193237,318.431549,134.558289,-92.022827,313.829803,137.270645,,,
83,0.691667,15:34:33:11.03,-92.020920,311.560669,134.118515,-92.196411,318.431885,134.562225,-92.020607,313.829163,137.270645,,,
84,0.700000,15:34:33:12.00,-92.020752,311.561005,134.117859,-92.195251,318.432129,134.559982,-92.029587,313.830048,137.273529,,,
85,0.708333,15:34:33:12.01,-92.021790,311.561523,134.117966,-92.193947,318.432068,134.559662,-92.029228,313.828613,137.273193,,,
86,0.716667,15:34:33:12.02,-92.020348,311.561768,134.117249,-92.195229,318.431702,134.562027,-92.021599,313.829315,137.272461,,,
87,0.725000,15:34:33:12.03,-92.020226,311.560974,134.117996,-92.193573,318.431061,134.559708,-92.020241,313.829773,137.271637,,,
88,0.733333,15:34:33:13.00,-92.018059,311.560394,134.117477,-92.193138,318.430542,134.559204,-92.020973,313.829926,137.271149,,,
89,0.741667,15:34:33:13.01,-92.021011,311.561523,134.119003,-92.195808,318.431305,134.562195,-92.020714,313.829132,137.270859,,,
90,0.750000,15:34:33:13.02,-92.019760,311.560944,134.118362,-92.193031,318.431183,134.559738,-92.021027,313.829620,137.271255,,,
91,0.758333,15:34:33:13.03,-92.021729,311.562195,134.118134,-92.196480,318.432922,134.562500,-92.027939,313.829193,137.272079,,,
92,0.766667,15:34:33:14.00,-92.020599,311.561127,134.116974,-92.194191,318.432068,134.559555,-92.029510,313.831055,137.272614,,,
93,0.775000,15:34:33:14.01,-92.020454,311.562469,134.117355,-92.196098,318.431366,134.562546,-92.020966,313.830475,137.271912,,,
94,0.783333,15:34:33:14.02,-92.019966,311.562012,134.117966,-92.193710,318.431641,134.559204,-92.021935,313.830200,137.271255,,,
95,0.791667,15:34:33:14.03,-92.021065,311.563202,134.117401,-92.194839,318.431915,134.559128,-92.028366,313.828735,137.271881,,,
96,0.800000,15:34:33:15.00,-92.020401,311.562408,134.117981,-92.194878,318.430420,134.561844,-92.021103,313.829865,137.271576,,,
97,0.808333,15:34:33:15.01,-92.020134,311.562073,134.117996,-92.196365,318.431793,134.562180,-92.021538,313.830597,137.271652,,,
98,0.816667,15:34:33:15.02,-92.019249,311.562103,134.116989,-92.195671,318.431732,134.562820,-92.021683,313.830292,137.271088,,,
99,0.825000,15:34:33:15.03,-92.018265,311.562500,134.117050,-92.195618,318.431915,134.563751,-92.021217,313.831177,137.271667,,,
100,0.833333,15:34:33:16.00,-92.021111,311.562805,134.117783,-92.193932,318.432831,134.560257,-92.019585,313.829956,137.271133,,,
101,0.841667,15:34:33:16.01,-92.020058,311.561401,134.117599,-92.195122,318.432648,134.561569,-92.021362,313.830902,137.271149,,,
102,0.850000,15:34:33:16.02,-92.019135,311.560730,134.117538,-92.195137,318.431610,134.563049,-92.021355,313.830292,137.271454,,,
103,0.858333,15:34:33:16.03,-92.018661,311.561859,134.117706,-92.195580,318.432495,134.563873,-92.028633,313.829407,137.273315,,,
104,0.866667,15:34:33:17.00,-92.018906,311.562500,134.118469,-92.194260,318.431976,134.559341,-92.021248,313.830078,137.270599,,,
105,0.875000,15:34:33:17.01,-92.019272,311.562103,134.117554,-92.195229,318.431000,134.562256,-92.028000,313.829529,137.272568,,,
106,0.883333,15:34:33:17.02,-92.020508,311.562469,134.118301,-92.194695,318.432129,134.560257,-92.021194,313.829498,137.271027,,,
107,0.891667,15:34:33:17.03,-92.020027,311.561493,134.118683,-92.195717,318.431519,134.563416,-92.028206,313.829041,137.272476,,,
108,0.900000,15:34:33:18.00,-92.021713,311.562103,134.118149,-92.193588,318.431885,134.558838,-92.021576,313.828888,137.270584,,,
109,0.908333,15:34:33:18.01,-92.020454,311.561584,134.117920,-92.193810,318.431122,134.559845,-92.027756,313.829742,137.273148,,,
110,0.916667,15:34:33:18.02,-92.021263,311.562256,134.117264,-92.195374,318.432098,134.563095,-92.028442,313.829407,137.272110,,,
111,0.925000,15:34:33:18.03,-92.020424,311.561127,134.118073,-92.193573,318.431488,134.559906,-92.029251,313.828827,137.271912,,,
112,0.933333,15:34:33:19.00,-92.017868,311.561554,134.118301,-92.195091,318.431610,134.562714,-92.022301,313.829803,137.271332,,,
113,0.941667,15:34:33:19.01,-92.018341,311.561157,134.117508,-92.193726,318.431915,134.560089,-92.027809,313.830200,137.272018,,,
114,0.950000,15:34:33:19.02,-92.019730,311.560883,134.118210,-92.193176,318.431091,134.560043,-92.020607,313.829773,137.270798,,,
115,0.958333,15:34:33:19.03,-92.021507,311.561707,134.118073,-92.194199,318.432068,134.560699,-92.020569,313.831299,137.271408,,,
116,0.966667,15:34:33:20.00,-92.018875,311.561615,134.116943,-92.193405,318.431580,134.559998,-92.028259,313.829407,137.272781,,,
117,0.975000,15:34:33:20.01,-92.020546,311.561523,134.118011,-92.194389,318.430054,134.562683,-92.021416,313.829102,137.271454,,,
118,0.983333,15:34:33:20.02,-92.019463,311.561584,134.117828,-92.195671,318.431854,134.562241,-92.027908,313.829041,137.272552,,,
119,0.991667,15:34:33:20.03,-92.018280,311.561493,134.117096,-92.195145,318.431030,134.563019,-92.020187,313.829651,137.271622,,,
120,1.000000,15:34:33:21.00,-92.019997,311.561310,134.117935,-92.193359,318.431488,134.559311,-92.019531,313.829376,137.271805,,,
121,1.008333,15:34:33:21.01,-92.017944,311.560669,134.116943,-92.194870,318.430817,134.562927,-92.027260,313.829071,137.273148,,,
122,1.016667,15:34:33:21.02,-92.019569,311.561157,134.117630,-92.191818,318.430298,134.558990,-92.022438,313.830841,137.272400,,,
123,1.025000,15:34:33:21.03,-92.019165,311.560638,134.116730,-92.192635,318.430817,134.559341,-92.029060,313.829529,137.272705,,,
124,1.033333,15:34:33:22.00,-92.020584,311.560760,134.118195,-92.193085,318.431610,134.559372,-92.020729,313.829254,137.270493,,,
125,1.041667,15:34:33:22.01,-92.019974,311.561310,134.117157,-92.195663,318.430756,134.562378,-92.028221,313.830505,137.272766,,,
126,1.050000,15:34:33:22.02,-92.019081,311.561859,134.117264,-92.194405,318.430847,134.562164,-92.020508,313.829346,137.271072,,,
127,1.058333,15:34:33:22.03,-92.019363,311.560242,134.117126,-92.192940,318.432343,134.560745,-92.021027,313.830017,137.272018,,,
128,1.066667,15:34:33:23.00,-92.019585,311.561279,134.118225,-92.194023,318.431702,134.563522,-92.027779,313.829926,137.273178,,,
129,1.075000,15:34:33:23.01,-92.018555,311.560760,134.118515,-92.195129,318.431396,134.563599,-92.020515,313.830109,137.272507,,,
130,1.083333,15:34:33:23.02,-92.017410,311.561462,134.117920,-92.193382,318.431641,134.559555,-92.021797,313.830261,137.271790,,,
131,1.091667,15:34:33:23.03,-92.019279,311.560669,134.118393,-92.193253,318.432129,134.560364,-92.022301,313.831482,137.271606,,,
132,1.100000,15:34:33:24.00,-92.019279,311.561676,134.117584,-92.193726,318.432007,134.560089,-92.027328,313.829346,137.271713,,,
133,1.108333,15:34:33:24.01,-92.019691,311.561554,134.117523,-92.193222,318.430878,134.559952,-92.020958,313.830292,137.271057,,,
134,1.116667,15:34:33:24.02,-92.018875,311.561066,134.117874,-92.193993,318.430786,134.559448,-92.028648,313.829834,137.273239,,,
135,1.125000,15:34:33:24.03,-92.019470,311.560028,134.117371,-92.194908,318.431030,134.561554,-92.021706,313.828735,137.271362,,,
136,1.133333,15:34:33:25.00,-92.018562,311.560699,134.116913,-92.193558,318.431763,134.560150,-92.020470,313.829437,137.271561,,,
137,1.141667,15:34:33:25.01,-92.017670,311.561218,134.116730,-92.192558,318.431549,134.558685,-92.020401,313.830200,137.271988,,,
138,1.150000,15:34:33:25.02,-92.019196,311.560974,134.117020,-92.193039,318.430725,134.560211,-92.020691,313.830963,137.272095,,,
139,1.158333,15:34:33:25.03,-92.018654,311.560547,134.117599,-92.196022,318.431580,134.563660,-92.021545,313.830200,137.271698,,,
140,1.166667,15:34:33:26.00,-92.019096,311.560791,134.118576,-92.196014,318.431213,134.563004,-92.020836,313.829651,137.271774,,,
141,1.175000,15:34:33:26.01,-92.020287,311.560791,134.118103,-92.193130,318.430725,134.559692,-92.026993,313.829315,137.272842,,,
142,1.183333,15:34:33:26.02,-92.020660,311.560760,134.117920,-92.193192,318.431274,134.559052,-92.029442,313.828796,137.273224,,,
143,1.191667,15:34:33:26.03,-92.020042,311.561066,134.117706,-92.194099,318.431702,134.559326,-92.029907,313.829712,137.272522,,,
144,1.200000,15:34:33:27.00,-92.019249,311.560669,134.117813,-92.196434,318.432007,134.563965,-92.028984,313.829193,137.272766,,,
145,1.208333,15:34:33:27.01,-92.018913,311.560760,134.117752,-92.194054,318.431152,134.560318,-92.027565,313.829834,137.273499,,,
146,1.216667,15:34:33:27.02,-92.017426,311.560822,134.118073,-92.194595,318.430176,134.562546,-92.021568,313.829163,137.271530,,,
147,1.225000,15:34:33:27.03,-92.019844,311.561646,134.118927,-92.194763,318.430786,134.563965,-92.027786,313.829956,137.272736,,,
148,1.233333,15:34:33:28.00,-92.019432,311.561615,134.118195,-92.194817,318.431458,134.563629,-92.020874,313.829742,137.270920,,,
149,1.241667,15:34:33:28.01,-92.020210,311.560913,134.117462,-92.193703,318.431702,134.560349,-92.021057,313.830139,137.271698,,,
150,1.250000,15:34:33:28.02,-92.017517,311.560944,134.118164,-92.193298,318.430389,134.563049,-92.028152,313.829956,137.272125,,,
151,1.258333,15:34:33:28.03,-92.019775,311.561737,134.118576,-92.194519,318.431427,134.563446,-92.022163,313.829681,137.271805,,,
152,1.266667,15:34:33:29.00,-92.019516,311.562866,134.117981,-92.197144,318.431458,134.563904,-92.028221,313.829590,137.272202,,,
153,1.275000,15:34:33:29.01,-92.018677,311.561005,134.119263,-92.193779,318.431702,134.559769,-92.019836,313.829315,137.272354,,,
154,1.283333,15:34:33:29.02,-92.018944,311.560760,134.117584,-92.194176,318.431976,134.559387,-92.021858,313.829956,137.271194,,,
155,1.291667,15:34:33:29.03,-92.018044,311.560883,134.117737,-92.194977,318.431427,134.562225,-92.021370,313.830750,137.270737,,,
156,1.300000,15:34:34:00.00,-92.020569,311.560913,134.116943,-92.193359,318.431824,134.559372,-92.021523,313.829498,137.271347,,,
157,1.308333,15:34:34:00.01,-92.018417,311.561646,134.117493,-92.195518,318.432129,134.562546,-92.020439,313.830017,137.271118,,,
158,1.316667,15:34:34:00.02,-92.020157,311.561707,134.117538,-92.193306,318.432159,134.560028,-92.020432,313.828888,137.271683,,,
159,1.325000,15:34:34:00.03,-92.020607,311.561432,134.118408,-92.194321,318.431549,134.562378,-92.028580,313.828918,137.272507,,,
160,1.333333,15:34:34:01.00,-92.018394,311.561646,134.117691,-92.195320,318.432129,134.562363,-92.028168,313.829529,137.272369,,,
161,1.341667,15:34:34:01.01,-92.017433,311.561127,134.117310,-92.194565,318.431610,134.562607,-92.028862,313.829041,137.272568,,,
162,1.350000,15:34:34:01.02,-92.018303,311.561646,134.117477,-92.191910,318.431824,134.558640,-92.027161,313.829193,137.271759,,,
163,1.358333,15:34:34:01.03,-92.019135,311.561066,134.117828,-92.195000,318.432587,134.563202,-92.029228,313.829773,137.272400,,,
164,1.366667,15:34:34:02.00,-92.017860,311.561615,134.116409,-92.193787,318.431580,134.559708,-92.022324,313.830597,137.270767,,,
165,1.375000,15:34:34:02.01,-92.019402,311.561737,134.117477,-92.195320,318.432434,134.561874,-92.021194,313.830841,137.271500,,,
166,1.383333,15:34:34:02.02,-92.021240,311.561279,134.117050,-92.195496,318.432098,134.562622,-92.020638,313.830719,137.271683,,,
167,1.391667,15:34:34:02.03,-92.019531,311.561554,134.117508,-92.194542,318.432739,134.560043,-92.028168,313.829529,137.272980,,,
168,1.400000,15:34:34:03.00,-92.018303,311.561218,134.117493,-92.193962,318.432312,134.559921,-92.028030,313.829407,137.273071,,,
169,1.408333,15:34:34:03.01,-92.020103,311.561371,134.117462,-92.196335,318.431793,134.562714,-92.021492,313.830170,137.271515,,,
170,1.416667,15:34:34:03.02,-92.018822,311.562317,134.117355,-92.196121,318.431885,134.562195,-92.020790,313.830414,137.271194,,,
171,1.425000,15:34:34:03.03,-92.018723,311.561310,134.116638,-92.193359,318.431671,134.558731,-92.020729,313.830841,137.270538,,,
172,1.433333,15:34:34:04.00,-92.020264,311.561096,134.117416,-92.193825,318.432373,134.559265,-92.028336,313.830200,137.272675,,,
173,1.441667,15:34:34:04.01,-92.016884,311.561432,134.116333,-92.194878,318.432159,134.562912,-92.021408,313.831024,137.270767,,,
174,1.450000,15:34:34:04.02,-92.019119,311.561951,134.117310,-92.192932,318.431915,134.559097,-92.028717,313.829895,137.271942,,,
175,1.458333,15:34:34:04.03,-92.020767,311.561066,134.117584,-92.194382,318.432861,134.560593,-92.029404,313.828400,137.271698,,,
176,1.466667,15:34:34:05.00,-92.017860,311.561096,134.116669,-92.193710,318.433319,134.559753,-92.021217,313.830414,137.271484,,,
177,1.475000,15:34:34:05.01,-92.019928,311.562073,134.117508,-92.194511,318.432739,134.562943,-92.027214,313.830627,137.272293,,,
178,1.483333,15:34:34:05.02,-92.018333,311.561707,134.117401,-92.193741,318.432678,134.560135,-92.021408,313.830566,137.271805,,,
179,1.491667,15:34:34:05.03,-92.019409,311.562103,134.117386,-92.194054,318.432892,134.559998,-92.019897,313.831146,137.270813,,,
180,1.500000,15:34:34:06.00,-92.019859,311.561920,134.116989,-92.195053,318.431732,134.563324,-92.028519,313.830048,137.272385,,,
181,1.508333,15:34:34:06.01,-92.020828,311.561859,134.118759,-92.192467,318.432892,134.560043,-92.021248,313.830048,137.269775,,,
182,1.516667,15:34:34:06.02,-92.019531,311.562408,134.117752,-92.194817,318.432892,134.562851,-92.021408,313.830780,137.271637,,,
183,1.525000,15:34:34:06.03,-92.018906,311.561188,134.117569,-92.194786,318.432465,134.563446,-92.020538,313.829865,137.270981,,,
184,1.533333,15:34:34:07.00,-92.018593,311.561737,134.117355,-92.193481,318.433807,134.561234,-92.020866,313.830902,137.270599,,,
185,1.541667,15:34:34:07.01,-92.017532,311.561157,134.117233,-92.194778,318.432983,134.559677,-92.020882,313.830231,137.272568,,,
186,1.550000,15:34:34:07.02,-92.017921,311.562500,134.116959,-92.195015,318.433807,134.560089,-92.021530,313.830963,137.270844,,,
187,1.558333,15:34:34:07.03,-92.019035,311.562042,134.117874,-92.192314,318.433105,134.559738,-92.021057,313.829742,137.270950,,,
188,1.566667,15:34:34:08.00,-92.019615,311.562286,134.117310,-92.195496,318.431610,134.562927,-92.021301,313.830261,137.270981,,,
189,1.575000,15:34:34:08.01,-92.020691,311.562134,134.118240,-92.195389,318.431091,134.562988,-92.028549,313.830170,137.273376,,,
190,1.583333,15:34:34:08.02,-92.019096,311.562408,134.118805,-92.195030,318.431976,134.562454,-92.021950,313.830170,137.271317,,,
191,1.591667,15:34:34:08.03,-92.023857,311.563141,134.118134,-92.195740,318.431519,134.563751,-92.021408,313.830322,137.271530,,,
