,Type,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,,Oak-D-Kamera:Marker 001,Oak-D-Kamera:Marker 001,Oak-D-Kamera:Marker 001,Oak-D-Kamera:Marker 002,Oak-D-Kamera:Marker 002,Oak-D-Kamera:Marker 002,Oak-D-Kamera:Marker 003,Oak-D-Kamera:Marker 003,Oak-D-Kamera:Marker 003,Unlabeled 1382,Unlabeled 1382,Unlabeled 1382,Unlabeled 1383,Unlabeled 1383,Unlabeled 1383,Unlabeled 1384,Unlabeled 1384,Unlabeled 1384,Unlabeled 1385,Unlabeled 1385,Unlabeled 1385,Unlabeled 1386,Unlabeled 1386,Unlabeled 1386,Unlabeled 1387,Unlabeled 1387,Unlabeled 1387,Unlabeled 1388,Unlabeled 1388,Unlabeled 1388,Unlabeled 1389,Unlabeled 1389,Unlabeled 1389,Unlabeled 1390,Unlabeled 1390,Unlabeled 1390,Unlabeled 1391,Unlabeled 1391,Unlabeled 1391,Unlabeled 1392,Unlabeled 1392,Unlabeled 1392
,ID,,"DB34E45A900E11F1794CD665D3A07481","DB34E45A900E11F1794CD665D3A07481","DB34E45A900E11F1794CD665D3A07481","DB34E458900E11F1794CD665D3A07481","DB34E458900E11F1794CD665D3A07481","DB34E458900E11F1794CD665D3A07481","DB34E459900E11F1794CD665D3A07481","DB34E459900E11F1794CD665D3A07481","DB34E459900E11F1794CD665D3A07481","605FB6146D28FE711F1","605FB6146D28FE711F1","605FB6146D28FE711F1","606FB6146D28FE711F1","606FB6146D28FE711F1","606FB6146D28FE711F1","607FB6146D28FE711F1","607FB6146D28FE711F1","607FB6146D28FE711F1","608FB6146D28FE711F1","608FB6146D28FE711F1","608FB6146D28FE711F1","609FB6146D28FE711F1","609FB6146D28FE711F1","609FB6146D28FE711F1","60AFB6146D28FE711F1","60AFB6146D28FE711F1","60AFB6146D28FE711F1","60BFB6146D28FE711F1","60BFB6146D28FE711F1","60BFB6146D28FE711F1","60CFB6146D28FE711F1","60CFB6146D28FE711F1","60CFB6146D28FE711F1","60DFB6146D28FE711F1","60DFB6146D28FE711F1","60DFB6146D28FE711F1","60EFB6146D28FE711F1","60EFB6146D28FE711F1","60EFB6146D28FE711F1","60FFB6146D28FE711F1","60FFB6146D28FE711F1","60FFB6146D28FE711F1"
,,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),TimeCode,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
30,0.250000,16:12:17:15.01,-92.019608,311.551300,134.094055,-92.191124,318.420135,134.540482,-92.022430,313.820587,137.254181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.258333,16:12:17:15.02,-92.017105,311.550507,134.095596,-92.192497,318.420868,134.541077,-92.022011,313.820801,137.253235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.266667,16:12:17:15.03,-92.020264,311.551453,134.094162,-92.193047,318.420135,134.540482,-92.023102,313.820892,137.253494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.275000,16:12:17:16.00,-92.018806,311.550690,134.094223,-92.193237,318.420898,134.540207,-92.022362,313.819916,137.253815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.283333,16:12:17:16.01,-92.019051,311.551392,134.093445,-92.193764,318.421326,134.541260,-92.023178,313.820251,137.252884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.291667,16:12:17:16.02,-92.018028,311.551361,134.094223,-92.193184,318.421417,134.541077,-92.022346,313.819427,137.254044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.300000,16:12:17:16.03,-92.017944,311.551117,134.094315,-92.192299,318.422363,134.537994,-92.030922,313.822662,137.247620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.308333,16:12:17:17.00,-92.017815,311.551025,134.093704,-92.192444,318.420319,134.539978,-92.023361,313.819702,137.252945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.316667,16:12:17:17.01,-92.018761,311.550446,134.094818,-92.191788,318.421234,134.541290,-92.021530,313.819519,137.254425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.325000,16:12:17:17.02,-92.016586,311.550476,134.093170,-92.191803,318.420746,134.541550,-92.022400,313.819916,137.253647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.333333,16:12:17:17.03,-92.019203,311.551727,134.093979,-92.192780,318.421295,134.540787,-92.021706,313.820160,137.253998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.341667,16:12:17:18.00,-92.019966,311.551056,134.094986,-92.190773,318.421234,134.538239,-92.030991,313.822723,137.246872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.350000,16:12:17:18.01,-92.019844,311.550720,134.094879,-92.192451,318.421234,134.541245,-92.023293,313.819305,137.252426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.358333,16:12:17:18.02,-92.017990,311.551147,134.093445,-92.193504,318.421051,134.541153,-92.023186,313.820984,137.254700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.366667,16:12:17:18.03,-92.017982,311.550842,134.094086,-92.192955,318.421448,134.538025,-92.033287,313.822021,137.246292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
