x,y,z,capture_time,detection_time,confidence
27.728517974846756,29.06284471157937,144.39817844457627,91972.215832,91972.239185,0.7913039977557565
22.623953463634887,16.514127175315483,106.79704080169465,91974.002456,91974.025685,0.9833189274966531
22.538488803914042,16.348845951788945,106.29622884545337,91974.01579,91974.039197,0.9608432445540139
22.61319601594297,16.450554323488937,106.75953298928138,91974.029122,91974.052721,0.8373374981011293
22.61447469522896,16.46375665619503,106.83813915395697,91974.042456,91974.066136,0.851818556025071
22.547975755273,16.439730567873774,106.70037689691297,91974.055789,91974.081415,0.9382455712872318
22.591302022968563,16.5100343346867,107.04227913603077,91974.069123,91974.093516,0.9118548297496909
22.446628527546643,16.442846076703912,106.41722948739925,91974.082456,91974.106189,0.9675617027144889
22.52455329848988,16.500646212532697,106.85442460990274,91974.095789,91974.119865,0.890629947178891
22.51619058621611,16.54349930615863,106.99503192867894,91974.109122,91974.132331,0.9687542952967899
22.525798098919367,16.59443535400567,107.17622647617242,91974.122456,91974.146644,0.9771622463272676
22.530167839768314,16.59965541654558,107.23935990535402,91974.135789,91974.159912,0.9771622463272676
22.41883416814247,16.48345969797092,106.54765018311939,91974.149123,91974.173662,0.8889890014364052
22.52324723160763,16.475284555246688,106.89333792293183,91974.162455,91974.18609,0.8311941807714173
22.53714646425732,16.479096244717308,106.90121939763829,91974.175789,91974.20138,0.94419366797657
22.57798828060968,16.52149121706215,107.04239163941746,91974.189122,91974.21453,0.9083889346773163
22.564689463354064,16.620225138620402,107.03271257817521,91974.202456,91974.225989,0.9603977092691734
22.44144349985691,16.607075989201103,106.43063000918225,91974.215789,91974.239273,0.9386505092921134
22.530704521991687,16.77398069297256,106.91053638128534,91974.229122,91974.252832,0.8852565005672559
22.525295384261195,16.906117486925808,106.90077073901749,91974.242455,91974.267126,0.8763561412198718
22.49465565382232,17.004688872698978,106.81354447590199,91974.255789,91974.280003,0.8167073454957218
22.533798062596915,17.162014456163195,107.145248449707,91974.269122,91974.294046,0.9862958801740429
22.470621577171926,17.182445822964215,106.94083560179267,91974.282456,91974.305997,0.9882697578056443
22.461335533741106,17.189295941556306,106.88901977245807,91974.295789,91974.319814,0.8029926363113218
22.49402055102351,17.21037777068851,107.0806604066357,91974.309122,91974.332947,0.9033293749186784
22.51778075818817,17.24840283702562,107.13678876874611,91974.322456,91974.353857,0.9867497007825744
22.534337818649,17.253655127479302,107.05406895227469,91974.335789,91974.359392,0.8889396035576368
22.512309334708934,17.245660971408938,106.87061107893082,91974.349122,91974.373734,0.9318681140374941
22.587924598730535,17.32433799196578,107.18371652347517,91974.362455,91974.387829,0.9588271487683625
22.60355478425399,17.39219940184726,107.17043598191063,91974.375788,91974.399313,0.9708784673512679
22.65348255720203,17.46960643479099,107.29959001632696,91974.389122,91974.420685,0.9621794531878979
22.66364179755173,17.494021748484595,107.23915888526975,91974.402455,91974.425642,0.9485466544624419
22.59128752618684,17.45689545438946,106.81099342961318,91974.415789,91974.439458,0.8170998097977656
22.671445295433234,17.552323513470757,107.10058655038436,91974.429122,91974.452634,0.9614788610737961
22.7066809791099,17.613633287484223,107.16320285748502,91974.442455,91974.466266,0.9893076825568021
22.77415443934719,17.746127762792003,107.44092105777062,91974.455789,91974.479402,0.961902411813032
22.768490234782828,17.82600144925294,107.31624296441588,91974.469122,91974.492563,0.9532326156951658
22.801424496228798,17.959977063120895,107.39801541959906,91974.482455,91974.505623,0.9362720091671407
22.89470193929285,18.08604019958168,107.74228050802282,91974.495788,91974.519418,0.9132655587562898
22.838569314003774,18.11267916250713,107.2809177760436,91974.509122,91974.532231,0.972569207081043
22.95550827165059,18.250671293354376,107.6603189139767,91974.522455,91974.546805,0.8662617104012591
22.963212689882667,18.284397957112695,107.3449792747822,91974.535788,91974.56019,0.9799448148955671
23.00060282973134,18.331365020480046,107.16430968509374,91974.549122,91974.572877,0.824318721027031
23.112058577640873,18.45116321119125,107.28015286178692,91974.562455,91974.586395,0.8653857837778144
23.181047382533915,18.524528924941336,107.1918558681012,91974.575788,91974.600314,0.956238462270763
23.362545700102977,18.683261148501447,107.48597920363883,91974.589122,91974.612206,0.9843386815207271
23.5158308547192,18.810201140582123,107.70724723969015,91974.602455,91974.625552,0.9128952936310014
23.72716086174889,18.992442353523913,107.51178554339357,91974.629121,91974.653453,0.8962623316191115
23.81402607996351,19.012751989286556,107.1131438851258,91974.642455,91974.666687,0.901952966154808
23.93700474170564,19.06627129321254,106.94427731753278,91974.655789,91974.679902,0.9781635894586317
24.06963846245537,19.105883240880914,106.7555344095829,91974.669121,91974.693196,0.9633729008204155
24.39516801667055,19.197316495657628,106.6245938301666,91974.695788,91974.719768,0.9891963472582459
24.45848649229919,19.16076093620273,106.12953146503742,91974.709121,91974.732537,0.9658132652673602
24.765527021039595,19.226717105782686,106.03821499531523,91974.735788,91974.758989,0.9235740604602758
24.884443537280056,19.118363880841326,105.53961308116074,91974.762454,91974.792752,0.8885368514628847
24.97279380325891,19.069256358950046,105.61837326079785,91974.775788,91974.799211,0.8295046151569407
24.99520270526614,18.921911577097646,105.35647479892492,91974.802454,91974.828242,0.969047645228425
24.793026125439507,18.667319574956366,104.78071982827117,91974.829121,91974.854791,0.8816976324032877
24.80467221654056,18.661706733264804,105.23174359597897,91974.842454,91974.866095,0.982998569581565
24.594869554629863,18.540256197660753,104.85451828213453,91974.855788,91974.880593,0.8718340520766065
24.425474306710434,18.497292553822913,105.00713568610684,91974.869121,91974.893757,0.8897820729956749
23.953449887703275,18.48125115544017,105.091554685232,91974.895788,91974.92533,0.8862978474868013
23.64907318251126,18.523470111618884,105.1569549959036,91974.909121,91974.932241,0.9542711457960048
23.265344633880886,18.552311275615565,105.16857541429869,91974.922455,91974.945496,0.9789558490861858
22.91316746886179,18.67245501888915,105.6092997165056,91974.935788,91974.959228,0.8499489567185382
22.679320706487843,19.000157934319656,106.91810259562445,91974.949122,91974.973522,0.9667917519034052
21.877276629060606,18.82412706811355,105.78313716797167,91974.962454,91974.986415,0.8795769025931398
21.27364904761975,18.913919628570916,105.89339128524321,91974.975788,91975.000704,0.8753951569906359
20.653435652299315,19.04068718137731,106.21710364500075,91974.989121,91975.012457,0.9735258399723596
19.855651641354324,19.06088333988066,105.96034717116211,91975.002454,91975.026932,0.9032448584504171
18.316278240592176,19.261938212437176,106.30588341091148,91975.029121,91975.053889,0.9242628289419218
17.519835177237738,19.374721479892887,106.7198268454776,91975.042454,91975.065989,0.9833020389994362
16.690035083130812,19.531170851404458,107.26685751361616,91975.055788,91975.079068,0.9236392726336273
15.703106542807143,19.504480508942876,106.87703584962432,91975.069121,91975.092144,0.9344190529999978
14.782802610388856,19.670508566874933,107.33838536878878,91975.082455,91975.105595,0.967303036020838
13.775274494711805,19.72362452496942,107.33279586250367,91975.095788,91975.119603,0.9353317172418499
12.744083044886821,19.804528283245997,107.45380673343428,91975.109121,91975.13277,0.9361557099899156
11.716027134523273,19.951131839967577,107.78545882353437,91975.122454,91975.145968,0.97026964432067
10.620468794471364,19.905578942091157,107.50730120091436,91975.135787,91975.159027,0.952833274176097
9.54629451131382,20.053923145605296,107.85700283494242,91975.149121,91975.173537,0.9870846155449696
8.434198564173409,20.088870792236822,108.05055338798992,91975.162454,91975.18805,0.9065915087581697
7.312172010359943,20.11994560610229,108.10134775284482,91975.175787,91975.201149,0.9088426154572827
6.185949180939938,20.083857041983087,107.85711466544431,91975.189121,91975.212393,0.8965987834871846
5.083293493525486,20.1300202475978,108.14673810531706,91975.202454,91975.227422,0.9447567813208867
3.97230652682422,20.083714327077974,107.84593778624108,91975.215788,91975.240931,0.9974584610399009
2.894991144641787,20.089069705348003,107.98316458751054,91975.22912,91975.252645,0.9175523725650351
1.8524619633508865,20.12704619965009,108.11723085799778,91975.242454,91975.266733,0.8934189044950693
0.8512452848577592,20.147047532790282,108.06857647915345,91975.255788,91975.27945,0.9509062771582085
-0.09498945573869524,20.187248708666854,108.22490218083085,91975.26912,91975.300243,0.8283398019601349
-1.0102494041497927,20.196615689144117,108.03865745421103,91975.282454,91975.30666,0.9498497383082897
-1.8894742145447063,20.22871558214851,108.1140542942489,91975.295787,91975.319296,0.991741803488885
-2.7118655287095708,20.29626704244087,108.38168262658716,91975.30912,91975.332632,0.9152203774622296
-3.4792089931200616,20.300789019460577,108.37985761863634,91975.322454,91975.345686,0.720020042050479
-4.198156607669557,20.277358012080377,108.22137825084712,91975.335787,91975.359401,0.9786649387864989
-4.886287658480302,20.3020469190129,108.42274499209779,91975.349121,91975.37316,0.9670558525494909
-5.508924351725845,20.23793545812776,108.1580952628226,91975.362454,91975.386445,0.9458863813752066
-6.111155441895397,20.277928937598173,108.51616536926788,91975.375787,91975.399674,0.9034330007461804
-6.600885128248003,20.11136649872296,108.00943718571911,91975.389121,91975.412941,0.9735731645526988
-7.100590919774788,20.063075736098323,108.0256334972261,91975.402454,91975.426457,0.9655563969925857
-7.555941348071948,20.067362899407136,108.14248311859814,91975.415787,91975.43929,0.9474356581921393
-7.972676257446143,20.079975561185698,108.33854218234028,91975.42912,91975.453116,0.9393724076795846
-8.307518398371586,20.012603693808217,108.25702973823769,91975.442453,91975.465438,0.9610448169966562
-8.619190783638299,20.015005613218676,108.6836559414608,91975.455787,91975.478781,0.9496876988436271
-8.764555734077865,19.889176477632976,108.06211604998798,91975.46912,91975.493267,0.9370817761695172
-8.93072540906487,19.839390378870405,107.91117640554832,91975.482454,91975.51224,0.8666791766659387
-9.069553052845674,19.832332446711337,108.17320090596935,91975.495787,91975.519822,0.9111317903636674
-9.09914370462078,19.757564632122207,107.95222388698978,91975.50912,91975.534142,0.9108746214583017
-9.133792408402542,19.768100381603357,108.10134830401773,91975.522454,91975.545489,0.9189608637591291
-9.085650251119135,19.73326864014787,108.02285530682607,91975.535787,91975.560733,0.9746619359568663
-8.9964286673429,19.7470102939075,108.38168257253557,91975.54912,91975.574881,0.9635243364906687
-8.856977534113318,19.719201792097817,108.48662562442095,91975.562453,91975.586588,0.9361557099899156
-8.615977915250774,19.679563664443712,108.50422182195871,91975.575787,91975.599358,0.9434037195494661
-8.339007529440382,19.638101572330054,108.70693346470085,91975.589121,91975.614776,0.9733310757719608
-7.994443352975874,19.62610737707789,108.70406081835169,91975.602453,91975.627739,1.0
-7.556050026029203,19.519453138643588,108.41920942622173,91975.615787,91975.640122,0.9622115521255565
-7.153444700583362,19.527156284871968,108.69081473273462,91975.62912,91975.653129,0.9171727200544311
-6.695627558344866,19.584187282235447,109.11774626988105,91975.642453,91975.666389,0.9211939666270419
-6.214262321185039,19.56976279514879,109.57851754467868,91975.655787,91975.679415,0.9194772327016363
-5.572008757306498,19.399835378145468,108.74502590444541,91975.66912,91975.693023,0.9272217585951813
-4.9742457560251125,19.33892208199528,108.8031370089054,91975.682453,91975.706481,0.9281959014560737
-4.32137663615266,19.180781676772295,108.56934186877572,91975.695786,91975.718998,0.8886151993928547
-3.667246308849276,19.10838807562231,108.75501178374329,91975.70912,91975.732506,0.8224795391271255
-2.9762662257744164,19.07338037094369,109.18389577291647,91975.722453,91975.748075,0.8722366959161718
-2.2159767874716088,18.903833646348016,108.91839761513337,91975.735786,91975.759207,0.8917904093524556
-1.4073882119478693,18.76187348245844,109.09278663360722,91975.74912,91975.77474,0.9618633772168279
-0.5343612220142908,18.591977737116853,109.05144564576425,91975.762453,91975.785661,0.9767096901634613
0.4031893472038287,18.42965478722089,109.21410332786684,91975.775786,91975.805491,0.9386579074824062
1.3864629199484395,18.251149218867877,109.11242856532294,91975.78912,91975.813605,0.9464651033568606
2.4594502542530985,18.00981032402195,108.86706336660497,91975.802453,91975.825496,0.922816632948907
3.568208637659354,17.84980625737663,108.94166296230661,91975.815786,91975.839948,0.979777993110871
4.779179180936752,17.69569439356916,109.31967850526088,91975.829119,91975.853097,0.9843886942593713
6.074395601748827,17.515704602069366,109.36203685333429,91975.842453,91975.865865,0.8897928811565022
7.4216598306314765,17.37757867669448,109.5705859789014,91975.855787,91975.880811,0.8949665715914683
8.785000843281095,17.05987119213411,108.66702540164493,91975.869119,91975.892844,0.9671071643380702
10.315544260891643,17.02001833689809,109.46440669553441,91975.882454,91975.906246,0.9361557099899156
11.898377177449941,16.967480263103834,110.20033124505647,91975.895786,91975.919851,0.9113010119152348
13.47672040388651,16.71440537718427,109.67486840333464,91975.90912,91975.932074,0.9585167176137733
15.182237159934617,16.52891387796004,110.01602958889005,91975.922453,91975.945881,0.9891279597697176
16.8764883135377,16.264410526914006,109.73433044760378,91975.935786,91975.958662,0.8615038335147975
18.689085885943157,16.146788681935714,110.27156647254748,91975.949119,91975.973343,0.9112422068999262
20.50484926175034,15.924179664415824,110.34291175109779,91975.962453,91975.986621,0.8079334549153526
22.43381088544419,15.771951092452014,110.99543935923447,91975.975786,91975.998895,0.9106180678545045
24.15454679462479,15.424637841951402,110.29105465497845,91975.98912,91976.014558,0.9854649950408899
26.156535852798108,15.290604883509996,111.07803845883761,91976.002453,91976.026518,0.9968968142207424
27.86107887758539,14.913469999497758,110.33791930703079,91976.015787,91976.041684,0.9532781970852422
29.800917137340424,14.685356523921154,110.63168137687917,91976.029119,91976.052215,0.9897957710891456
31.544479724238588,14.310270703212572,110.20574785809349,91976.042453,91976.06659,0.818994765084876
33.55407613812628,14.071910014690488,110.88231077343688,91976.055786,91976.079976,0.9979614701701057
35.37557302089104,13.673280363113323,110.98253243283871,91976.069119,91976.095353,0.9681285401497784
36.83082540241043,13.10856330530337,110.09818611491471,91976.082452,91976.106852,0.9791983609474746
38.61646016938982,12.620382897340193,110.4370593726348,91976.095786,91976.122119,0.9887096458564092
40.08616685165029,12.071325673886024,110.01941464846396,91976.109119,91976.132697,0.9910746471610898
41.68573255703695,11.616717927454442,110.17127686410144,91976.122453,91976.145567,0.7793409070918147
43.1560373232973,11.17949176658967,110.19855903189739,91976.135786,91976.159645,0.9234295605251366
44.43316773600337,10.67221997091534,109.92554951699444,91976.14912,91976.173808,0.964851237936003
45.835758978942934,10.267511980019608,110.29030098275489,91976.162452,91976.187718,0.9771225354657372
47.081965418035644,9.882088312902471,110.37748974423684,91976.175786,91976.199431,0.9254521614118874
48.22857784469984,9.605490924184378,110.61172682072359,91976.189119,91976.212456,0.9702650859261777
49.16948399724693,9.339816817820784,110.55513620736387,91976.202452,91976.2264,0.9854649950408899
49.92971447598548,9.075598716285622,110.328744809741,91976.215786,91976.239382,0.9370978654106976
50.59215675859798,8.818787959309583,110.14999993057478,91976.229119,91976.252973,0.9003490198799141
51.349515777145996,8.606879792783017,110.35167680228483,91976.242452,91976.265484,0.907804878828863
51.87128720492364,8.42135922678361,110.25460926011584,91976.255786,91976.281544,0.9813448164407711
52.5389548861526,8.297868301344225,110.62817847572866,91976.269119,91976.293061,0.9964091784428865
52.961574773150566,8.154136240504814,110.59031035135409,91976.282453,91976.30755,0.8907714790051912
53.28767728508434,8.02421218941145,110.49698089646006,91976.295786,91976.319263,0.9374001849315895
53.49801854778294,7.895887846618634,110.24589439855907,91976.309119,91976.33251,0.9700766284326421
53.87612064915503,7.827905660478592,110.51765170325426,91976.322453,91976.347626,0.9523275309799888
54.02462012072287,7.7761955471266155,110.40231407893312,91976.335786,91976.36013,0.9701985925256223
54.16316397732225,7.72309641880038,110.40038531362272,91976.349119,91976.373261,0.8989774573533547
54.24706335154802,7.6473562056908015,110.403588644931,91976.362452,91976.386374,0.9811785202689634
54.36701326881094,7.592393861818438,110.50434108353629,91976.375785,91976.398947,0.8967395314180768
54.204026952128864,7.512757851534385,110.13239469661377,91976.389119,91976.414269,0.9508958990908583
54.23568314094788,7.457556977419301,110.20814771772714,91976.402452,91976.427451,0.8739494153050767
54.295040245227554,7.402887217046707,110.36909073556478,91976.415786,91976.441621,0.9275329024024833
54.17786693512119,7.355406117565741,110.32123325786696,91976.429119,91976.453067,0.9505656088970627
54.228256665444555,7.333374913479602,110.66383607596705,91976.442452,91976.465506,0.8268910475203777
53.8926074835126,7.289561716902545,110.27787035276177,91976.455786,91976.480501,0.9914220736922804
53.72895302140824,7.325557798089617,110.3575664289871,91976.469118,91976.492839,0.8455938814181628
53.536160110658514,7.360620908442784,110.4945571521219,91976.482452,91976.50595,0.978698033693686
53.17526357944416,7.389441798297303,110.35897615193069,91976.495785,91976.520123,0.8592196143651752
52.883416100378575,7.476524791399544,110.49409798468388,91976.509118,91976.531935,0.9594013394173881
52.35675059605324,7.586721130091239,110.24635860011786,91976.522452,91976.545686,0.9546368418258059
51.855154461218966,7.7196705754294666,110.18020158522572,91976.535785,91976.559485,0.9628563622341726
51.14917374657718,7.847668259649917,109.78299164590463,91976.549119,91976.573239,0.930414810039941
50.708719448920824,8.040602607345756,110.0709934892002,91976.562452,91976.586558,0.9356315836898554
49.77036681700504,8.186374074459636,109.38484798414358,91976.575785,91976.599187,0.9128401407804182
49.063066254735126,8.353370084997096,109.26281397245197,91976.589119,91976.612432,0.9163813434874709
48.28162359822579,8.504679954523327,109.0702766399573,91976.602452,91976.626416,0.9171086306408872
47.38194732671319,8.599993229282589,108.6469272911505,91976.615785,91976.639462,0.8885332033147167
46.468754578517306,8.679402460898498,108.31679588664088,91976.629118,91976.653522,0.9506895728796508
45.39030000715118,8.646728582187606,107.58871942614608,91976.642452,91976.666384,0.9487816491512004
44.315996960514944,8.562616986567683,106.95475256295822,91976.655785,91976.679763,0.8840074585663465
43.30945460293393,8.43986412177327,106.5050938732605,91976.669118,91976.692536,0.9284288448284856
41.896771322354915,8.101961331912653,105.06657603950691,91976.682452,91976.705973,0.8399831808163462
40.87118687389889,7.79319068566993,104.60077906010272,91976.695785,91976.720351,0.9365976014372408
39.57640416501464,7.3079412155967445,103.3861106072059,91976.709118,91976.733489,0.8418657932725377
38.414177169167864,6.730729406799452,102.5633206925973,91976.722452,91976.746816,0.9027270579385935
37.16530535845551,6.041990721531365,101.49869036840819,91976.735785,91976.760168,0.8804259147098248
35.90366244955034,5.241657028069543,100.41862376282685,91976.749118,91976.773782,0.9591348344455718
34.6562448069879,4.313740121549784,99.4532883841208,91976.762451,91976.786747,0.8738697458891067
33.2765716934662,3.235287243988061,98.06209296898871,91976.775785,91976.798997,0.9210111899447718
32.02498607730472,1.9976210245997874,96.97783543211611,91976.789118,91976.812602,0.9767235679972028
30.708418061490885,0.6302769421347683,95.71482109911973,91976.802451,91976.825947,0.9303339192176517
29.455790935636543,-0.8165570871990313,94.68252901848679,91976.815785,91976.841126,0.8254714212515362
28.229737949360622,-2.3377791846785496,93.67337309918777,91976.829118,91976.853264,0.8455889685728206
26.89557929740512,-3.872275312938572,92.19611926850584,91976.842451,91976.867997,0.9468562821261952
25.779929797585684,-5.4302915985807605,91.32367656484004,91976.855785,91976.879034,0.9766253127165195
24.685753871129158,-7.022878562676785,90.37760346804048,91976.869118,91976.893761,0.9408556769585104
23.633068946978675,-8.571575796272423,89.6653337855848,91976.882451,91976.90749,0.9476609823152509
22.445005475080432,-10.076654792682326,88.44415477021012,91976.895785,91976.926316,0.9404095252548994
21.4662946875318,-11.650550627328338,88.00737998558506,91976.909118,91976.932318,0.9235617973129966
20.476514769192796,-13.182059233673392,87.19458285467093,91976.922452,91976.945431,0.9172497703085302
19.552485343183044,-14.642157862680213,86.53199481615317,91976.935784,91976.960297,0.8896189039522056
18.609399230079912,-15.968340544514955,85.88384626564358,91976.949118,91976.973284,0.9413499915993967
17.68003522345721,-17.211628025249944,85.38975207912651,91976.962451,91976.986618,0.9214860639586915
16.804861362119553,-18.4187510427194,84.84117855469933,91976.975784,91977.000565,0.9694164128804029
16.011113682177882,-19.598879577457105,84.24577107436329,91976.989118,91977.012653,0.9537578354754692
15.290785180157036,-20.70987351380065,83.80387404436695,91977.002451,91977.025976,0.9251443711065558
14.590724982026382,-21.719134635310606,83.41453762745114,91977.015784,91977.040197,0.8981054909446855
13.915938874476838,-22.63753503282573,83.07331827478903,91977.029118,91977.052532,0.9702163206832848
13.294253651303098,-23.487565889961353,82.79751295541023,91977.042451,91977.065472,0.9443687442173437
12.720377770315329,-24.23936901589399,82.48804750129003,91977.055785,91977.079872,0.9012588555719604
12.161465423933883,-24.886220555169835,82.21945144688776,91977.069118,91977.093327,0.9865750899080042
11.579994434454944,-25.445930633185966,82.06488908799234,91977.082451,91977.109277,0.99385798418065
10.990271299666874,-25.913103221974815,81.90849233019611,91977.095785,91977.121778,0.923142689425885
10.442507479006817,-26.248778868143667,81.60555913622441,91977.109118,91977.132366,0.9782628868324363
9.966961121031511,-26.582506955020143,81.73673668180977,91977.122451,91977.147704,0.9757943207138204
9.438221228108551,-26.679588642355977,81.64617645770085,91977.135784,91977.159917,0.9588837003887688
8.875366884053076,-26.573154706917336,81.52709899385071,91977.149117,91977.173052,0.957964420725899
8.36878084198981,-26.349959240075645,81.45058924894406,91977.162451,91977.193217,0.989895175214106
7.947539064046264,-26.084837120935997,81.66630564968591,91977.175784,91977.208674,0.9378006798561558
7.548714200667678,-25.5737663540419,81.74542687782093,91977.189118,91977.212774,0.981399898426185
7.190364092387528,-24.919210092521052,81.94295735967887,91977.202451,91977.225876,0.9032524376955583
6.8646538529996874,-24.121769192562045,82.08410714931144,91977.215785,91977.239053,0.9538449200422997
6.644863245343567,-23.31719396576195,82.47939346371389,91977.229117,91977.252772,0.9288016209917719
6.514926971101914,-22.418008142018277,82.7999081876322,91977.242451,91977.267702,0.9758177607794479
6.450368955822788,-21.3904632095811,83.08397209292414,91977.255784,91977.280128,0.9624339464114264
6.475006977871854,-20.32956823773888,83.65981957112601,91977.269117,91977.300175,0.9742229084707623
6.593428474356834,-19.214739834796653,84.10869542879507,91977.282451,91977.30613,0.9736138965442406
6.806702773422446,-18.013799688143095,84.42755628341445,91977.295784,91977.319225,0.9923765129597258
7.137523848674555,-16.81067332669875,85.02666758794929,91977.309117,91977.332923,0.9988359389723823
7.549877075173274,-15.577749591347148,85.59023163787157,91977.322451,91977.34717,0.9453930777754441
8.061156245894761,-14.349546117825792,86.1307035157774,91977.335784,91977.359181,0.9798454530092291
8.655184745638149,-13.163615107439414,86.86770338832432,91977.349118,91977.374267,0.9784151400121032
9.326251498680405,-11.967046435783814,87.31718638962049,91977.362451,91977.38623,0.9982004394154047
10.11525199958732,-10.757724468095855,87.91695721488269,91977.375784,91977.399312,0.9875366484437548
10.983405306982116,-9.574685385031138,88.53590233715623,91977.389118,91977.412215,0.9572736178669091
11.939305082419681,-8.394237095828945,89.26668679239621,91977.40245,91977.425548,0.9893911994076897
12.938942189879192,-7.19462561617793,89.64738548649798,91977.415784,91977.439789,0.9949090616474288
14.090937629240722,-6.087770896701127,90.74482753418995,91977.429117,91977.452993,0.9893722692503379
15.236478958609238,-4.9764822068607035,91.1368182820445,91977.44245,91977.466756,0.9849939858408847
16.43924922650457,-3.945500595278855,91.68388480166877,91977.455784,91977.479971,0.9820514583516469
17.750094994917518,-2.975012047987098,92.53697600128996,91977.469117,91977.494909,0.995337439717816
19.064887801405508,-2.0999866855611122,93.06091307071723,91977.482451,91977.507137,0.9377359344471519
20.45660187168224,-1.3147571765144244,93.72424492375664,91977.495784,91977.521099,0.8886375719978707
21.845037318770622,-0.6490284817122192,94.11829080682702,91977.509117,91977.532754,0.9526590048582367
23.32922345313863,-0.045708346625704346,94.76552834693277,91977.522451,91977.545657,0.9606570169506691
24.804577002486997,0.4325481124894913,95.18747474082788,91977.535784,91977.559477,0.9248584811264323
26.348769186843022,0.8498366027908637,95.78378854083344,91977.549117,91977.57284,0.9838452975953199
27.849927479203515,1.1786929649593798,96.16323192921908,91977.56245,91977.586452,0.8493582669172772
29.414853794251492,1.4815044383325975,96.71036376805924,91977.575783,91977.598838,0.9905840633905509
30.84966834400789,1.6944230911450708,96.80769852704758,91977.589117,91977.615801,0.9597038091850191
32.487594428291075,1.8736113656031432,97.7350974757775,91977.60245,91977.625796,0.8517843623165362
33.87568440257647,1.9758436915374005,97.80765799969615,91977.615784,91977.641067,0.9700766284326421
